#Average polarization				Separate polarizations						
#Wavelength (nm)	55.00 incidence reflectance	65.00 incidence reflectance	75.00 incidence reflectance	Wavelength (nm)	"p-Intensity, 55.00 incidence reflectance"	"s-Intensity, 55.00 incidence reflectance"	"p-Intensity, 65.00 incidence reflectance"	"s-Intensity, 65.00 incidence reflectance"	"p-Intensity, 75 incidence reflectance"	"s-Intensity, 75 incidence reflectance"
567.68457	0.329271	0.332655	0.419552	567.68457	0.092944	0.565597	0.006326	0.658984	0.079872	0.759233
569.274963	0.329012	0.33293	0.420587	569.274963	0.092841	0.565183	0.006327	0.659532	0.08053	0.760643
570.865295	0.329339	0.332914	0.421218	570.865295	0.092582	0.566095	0.006264	0.659563	0.080667	0.76177
572.455688	0.329733	0.332625	0.420489	572.455688	0.092293	0.567174	0.006218	0.659032	0.080806	0.760173
574.045959	0.32912	0.331399	0.418799	574.045959	0.092238	0.566003	0.006156	0.656641	0.080567	0.757032
575.636292	0.327664	0.330309	0.418392	575.636292	0.091589	0.563738	0.006057	0.654561	0.080925	0.755859
577.226501	0.326811	0.330277	0.41896	577.226501	0.091165	0.562457	0.006038	0.654515	0.081162	0.756759
578.816772	0.326343	0.330194	0.419809	578.816772	0.090835	0.561851	0.006019	0.654369	0.081627	0.757992
580.406982	0.326779	0.329896	0.419577	580.406982	0.090699	0.562858	0.006001	0.653792	0.081586	0.757569
581.997192	0.326526	0.33041	0.420526	581.997192	0.090355	0.562696	0.005974	0.654845	0.081884	0.759169
583.587341	0.325988	0.330807	0.420909	583.587341	0.090088	0.561888	0.00598	0.655633	0.082198	0.759621
585.177551	0.325262	0.330317	0.418927	585.177551	0.089678	0.560845	0.005875	0.654759	0.082168	0.755687
586.767639	0.324875	0.329433	0.418621	586.767639	0.089321	0.56043	0.005842	0.653024	0.082204	0.755038
588.357788	0.32519	0.329196	0.420076	588.357788	0.089219	0.561161	0.005835	0.652557	0.082833	0.75732
589.947815	0.324261	0.329241	0.420756	589.947815	0.088914	0.559608	0.005785	0.652696	0.083189	0.758323
591.537842	0.32363	0.328776	0.42085	591.537842	0.0886	0.558659	0.00572	0.651832	0.083209	0.758492
593.127869	0.323004	0.329423	0.42069	593.127869	0.088293	0.557714	0.005783	0.653062	0.083641	0.757739
594.717896	0.321553	0.327643	0.419483	594.717896	0.087455	0.555652	0.005735	0.64955	0.083703	0.755263
596.307861	0.320998	0.327521	0.418181	596.307861	0.087095	0.5549	0.005683	0.649358	0.083568	0.752794
597.897766	0.320364	0.327243	0.418753	597.897766	0.086917	0.55381	0.005644	0.648843	0.083828	0.753678
599.487671	0.320627	0.327728	0.418348	599.487671	0.08692	0.554334	0.005675	0.649781	0.083992	0.752704
601.077576	0.320244	0.326912	0.417407	601.077576	0.086654	0.553834	0.005631	0.648193	0.083882	0.750931
602.667419	0.319216	0.326449	0.417756	602.667419	0.086208	0.552225	0.005564	0.647333	0.084329	0.751184
604.257202	0.319257	0.32695	0.418344	604.257202	0.085952	0.552563	0.00556	0.64834	0.084802	0.751887
605.847046	0.318699	0.326816	0.417873	605.847046	0.085644	0.551754	0.005543	0.648088	0.084831	0.750916
607.436829	0.317977	0.325957	0.417617	607.436829	0.08533	0.550623	0.005475	0.646439	0.085168	0.750065
609.02655	0.31719	0.325278	0.41685	609.02655	0.085053	0.549326	0.005428	0.645128	0.085042	0.748658
610.616272	0.316782	0.325012	0.416869	610.616272	0.08483	0.548735	0.005424	0.644599	0.085491	0.748246
612.205933	0.315787	0.324488	0.416509	612.205933	0.084084	0.54749	0.005375	0.6436	0.085304	0.747714
613.795532	0.315167	0.325388	0.418193	613.795532	0.083799	0.546534	0.005389	0.645388	0.086277	0.75011
615.385193	0.314629	0.324873	0.418219	615.385193	0.083367	0.545891	0.005349	0.644397	0.086209	0.750228
616.974731	0.315195	0.324781	0.418231	616.974731	0.083571	0.54682	0.005349	0.644213	0.086547	0.749915
618.564331	0.315231	0.324929	0.418051	618.564331	0.08323	0.547233	0.005339	0.64452	0.086485	0.749618
620.15387	0.314751	0.324583	0.418422	620.15387	0.083042	0.546459	0.005311	0.643855	0.086727	0.750116
621.743347	0.313485	0.323878	0.418368	621.743347	0.082407	0.544564	0.005291	0.642465	0.086947	0.749788
623.332825	0.312761	0.322959	0.41782	623.332825	0.082417	0.543104	0.00527	0.640648	0.087116	0.748523
624.922241	0.312171	0.322592	0.417208	624.922241	0.081862	0.54248	0.005253	0.639932	0.087297	0.74712
626.511597	0.311536	0.322442	0.416668	626.511597	0.081504	0.541567	0.005195	0.639689	0.087523	0.745813
628.100952	0.311322	0.322921	0.41759	628.100952	0.08135	0.541294	0.005186	0.640655	0.087732	0.747448
629.690308	0.310948	0.323069	0.417886	629.690308	0.081019	0.540876	0.005243	0.640895	0.087909	0.747863
631.279602	0.310214	0.322963	0.41641	631.279602	0.080679	0.53975	0.005231	0.640695	0.087929	0.744891
632.868835	0.309951	0.322317	0.416325	632.868835	0.080273	0.539629	0.005192	0.639441	0.088007	0.744643
634.458069	0.309665	0.321165	0.416818	634.458069	0.080043	0.539287	0.005169	0.637162	0.088433	0.745204
636.047241	0.30846	0.320252	0.416957	636.047241	0.07955	0.537371	0.00507	0.635435	0.088799	0.745114
637.636353	0.307961	0.320528	0.417148	637.636353	0.079562	0.536361	0.005138	0.635917	0.088939	0.745357
639.225464	0.307464	0.320082	0.417464	639.225464	0.079174	0.535754	0.00506	0.635105	0.089308	0.745619
640.814575	0.306973	0.320155	0.417734	640.814575	0.078672	0.535273	0.005107	0.635203	0.089408	0.74606
642.403625	0.307365	0.321132	0.419038	642.403625	0.078639	0.536092	0.005163	0.637101	0.089813	0.748264
643.992615	0.307118	0.320687	0.417498	643.992615	0.078431	0.535805	0.005093	0.63628	0.089791	0.745205
645.581604	0.306461	0.321069	0.416921	645.581604	0.078177	0.534744	0.005055	0.637082	0.089932	0.74391
647.170532	0.306114	0.320865	0.417886	647.170532	0.077987	0.534241	0.005055	0.636675	0.090194	0.745579
648.759399	0.306367	0.31992	0.418256	648.759399	0.077581	0.535153	0.005044	0.634796	0.090284	0.746228
650.348267	0.305819	0.31878	0.416971	650.348267	0.077367	0.534271	0.005048	0.632512	0.090431	0.74351
651.937134	0.305084	0.318414	0.416194	651.937134	0.077307	0.532861	0.00497	0.631859	0.090496	0.741893
653.525879	0.30422	0.319547	0.417116	653.525879	0.076626	0.531815	0.005002	0.634093	0.090814	0.743418
655.114624	0.304072	0.320243	0.419466	655.114624	0.076258	0.531886	0.005016	0.635471	0.09147	0.747462
656.703308	0.303849	0.317634	0.41847	656.703308	0.075966	0.531732	0.004945	0.630324	0.091228	0.745712
658.291992	0.30405	0.316379	0.415962	658.291992	0.076116	0.531984	0.004987	0.627771	0.090871	0.741054
659.880615	0.303651	0.317059	0.416843	659.880615	0.076102	0.5312	0.004926	0.629192	0.091604	0.742083
661.469177	0.30231	0.316201	0.415208	661.469177	0.075418	0.529201	0.004913	0.62749	0.091543	0.738874
663.057739	0.301188	0.316648	0.415435	663.057739	0.074868	0.527509	0.004964	0.628333	0.091602	0.739268
664.64624	0.300335	0.317038	0.416855	664.64624	0.074424	0.526246	0.00489	0.629186	0.092171	0.741539
666.234741	0.300281	0.316185	0.416515	666.234741	0.074426	0.526136	0.004911	0.627459	0.092506	0.740523
667.82312	0.299641	0.315215	0.416208	667.82312	0.07418	0.525103	0.004867	0.625562	0.092728	0.739689
669.411499	0.299033	0.314362	0.414613	669.411499	0.073749	0.524316	0.004849	0.623875	0.092596	0.736629
670.999878	0.298981	0.313947	0.413445	670.999878	0.073466	0.524497	0.004828	0.623065	0.092202	0.734689
672.588135	0.299579	0.314764	0.413521	672.588135	0.073744	0.525414	0.004839	0.624689	0.092443	0.734598
674.176392	0.299851	0.31576	0.414724	674.176392	0.073414	0.526289	0.004851	0.626668	0.092857	0.736591
675.764587	0.298814	0.314738	0.416262	675.764587	0.073129	0.5245	0.004803	0.624673	0.09316	0.739363
677.352783	0.298254	0.313978	0.415713	677.352783	0.072607	0.523901	0.004774	0.623183	0.093602	0.737824
678.940918	0.297226	0.312936	0.416028	678.940918	0.072201	0.52225	0.00483	0.621041	0.094158	0.737898
680.528992	0.295933	0.312154	0.413687	680.528992	0.071767	0.5201	0.00484	0.619469	0.09356	0.733815
682.117065	0.295468	0.311569	0.412902	682.117065	0.071607	0.519329	0.004775	0.618364	0.093461	0.732343
683.705017	0.296123	0.311698	0.413836	683.705017	0.071565	0.52068	0.004765	0.618632	0.09393	0.733741
685.292969	0.296764	0.311785	0.414753	685.292969	0.071521	0.522007	0.004761	0.618808	0.094291	0.735215
686.88092	0.296723	0.312723	0.415481	686.88092	0.071225	0.52222	0.004786	0.62066	0.094267	0.736695
688.46875	0.2962	0.312155	0.414115	688.46875	0.070965	0.521435	0.004765	0.619545	0.094475	0.733756
690.056519	0.296247	0.313157	0.414375	690.056519	0.071168	0.521327	0.004806	0.621509	0.09489	0.733859
691.644348	0.295027	0.312217	0.413294	691.644348	0.070553	0.519502	0.004783	0.61965	0.094865	0.731724
693.232056	0.294176	0.310171	0.412903	693.232056	0.070002	0.518351	0.004711	0.615631	0.094979	0.730827
694.819702	0.293278	0.308946	0.412136	694.819702	0.069637	0.51692	0.004696	0.613195	0.09512	0.729152
696.407349	0.293383	0.309059	0.413584	696.407349	0.069602	0.517163	0.0047	0.613419	0.09529	0.731878
697.994934	0.293519	0.309769	0.41527	697.994934	0.069318	0.51772	0.004695	0.614843	0.096131	0.734409
699.582458	0.292902	0.309361	0.413917	699.582458	0.069199	0.516604	0.004728	0.613994	0.095783	0.732052
701.169983	0.292032	0.308139	0.413677	701.169983	0.0688	0.515265	0.004685	0.611592	0.096149	0.731205
702.757446	0.292617	0.30866	0.413932	702.757446	0.068866	0.516368	0.004685	0.612636	0.096404	0.73146
704.344849	0.291972	0.308796	0.413574	704.344849	0.068504	0.51544	0.004694	0.612899	0.096322	0.730827
705.932129	0.292561	0.309257	0.414714	705.932129	0.068787	0.516335	0.004733	0.613781	0.096993	0.732435
707.519409	0.291733	0.308287	0.412859	707.519409	0.068377	0.515089	0.004683	0.61189	0.09657	0.729149
709.106689	0.290732	0.307651	0.41189	709.106689	0.067983	0.513481	0.004674	0.610628	0.096537	0.727242
710.693909	0.290628	0.308473	0.412197	710.693909	0.067642	0.513613	0.004684	0.612261	0.096757	0.727638
712.281067	0.29056	0.308654	0.413328	712.281067	0.067328	0.513791	0.004659	0.61265	0.097328	0.729328
713.868103	0.290473	0.307447	0.413462	713.868103	0.067195	0.513751	0.004652	0.610242	0.097427	0.729496
715.4552	0.289353	0.306124	0.412902	715.4552	0.066555	0.512152	0.004668	0.60758	0.097462	0.728343
717.042175	0.288634	0.306126	0.410533	717.042175	0.066565	0.510703	0.00462	0.607632	0.09711	0.723956
718.629089	0.288144	0.306464	0.410586	718.629089	0.06643	0.509859	0.004618	0.60831	0.097445	0.723728
720.216003	0.288496	0.307494	0.411693	720.216003	0.066267	0.510726	0.004667	0.610322	0.097927	0.725458
721.802856	0.287848	0.307075	0.411838	721.802856	0.0657	0.509996	0.004682	0.609468	0.098359	0.725317
723.389648	0.287056	0.306444	0.414062	723.389648	0.065417	0.508694	0.004636	0.608252	0.099012	0.729112
724.976379	0.286685	0.304961	0.413265	724.976379	0.06539	0.50798	0.004611	0.605312	0.098927	0.727603
726.56311	0.287174	0.304248	0.411443	726.56311	0.065285	0.509062	0.004612	0.603885	0.098362	0.724524
728.149719	0.287101	0.303646	0.410555	728.149719	0.065103	0.5091	0.00462	0.602672	0.098679	0.72243
729.736267	0.287218	0.30499	0.410757	729.736267	0.065167	0.509269	0.004643	0.605336	0.098655	0.722858
731.322815	0.286319	0.304164	0.410096	731.322815	0.064529	0.50811	0.004621	0.603708	0.098835	0.721358
732.909302	0.28545	0.304159	0.410695	732.909302	0.064192	0.506709	0.004633	0.603684	0.098843	0.722547
734.495728	0.284248	0.304079	0.409197	734.495728	0.063736	0.504759	0.004597	0.603561	0.098633	0.719761
736.082092	0.28378	0.301363	0.408768	736.082092	0.063652	0.503907	0.004562	0.598164	0.098983	0.718554
737.668335	0.28342	0.301915	0.410135	737.668335	0.063401	0.503438	0.004599	0.599231	0.099458	0.720811
739.254639	0.282232	0.301277	0.409893	739.254639	0.063077	0.501388	0.004542	0.598011	0.099701	0.720084
740.84082	0.283245	0.302542	0.410439	740.84082	0.062895	0.503596	0.004596	0.600488	0.099858	0.721021
742.426941	0.282495	0.303069	0.410006	742.426941	0.062827	0.502163	0.004597	0.60154	0.099853	0.72016
744.013062	0.283475	0.302824	0.41193	744.013062	0.062886	0.504065	0.004551	0.601097	0.100658	0.723201
745.59906	0.28315	0.302846	0.411804	745.59906	0.062463	0.503837	0.004596	0.601097	0.100878	0.722729
747.185059	0.28249	0.300704	0.40974	747.185059	0.062221	0.502758	0.004564	0.596845	0.100636	0.718843
748.770996	0.281233	0.299597	0.409782	748.770996	0.062011	0.500454	0.00454	0.594655	0.100575	0.71899
750.356812	0.279654	0.298349	0.407946	750.356812	0.061664	0.497643	0.004516	0.592182	0.100204	0.715688
751.942688	0.279799	0.299201	0.409218	751.942688	0.061605	0.497993	0.004501	0.593901	0.100848	0.717588
753.528442	0.278734	0.298735	0.407866	753.528442	0.060815	0.496652	0.004505	0.592965	0.101004	0.714728
755.114136	0.278891	0.298372	0.407267	755.114136	0.061056	0.496726	0.004565	0.592179	0.100735	0.713799
756.699707	0.27871	0.297846	0.40652	756.699707	0.06049	0.496929	0.004531	0.591161	0.100851	0.712189
758.285278	0.278467	0.298171	0.404734	758.285278	0.060482	0.496451	0.004568	0.591774	0.100218	0.709251
759.870789	0.280324	0.299846	0.405556	759.870789	0.060949	0.4997	0.004628	0.595064	0.100721	0.71039
761.456238	0.279119	0.299447	0.405513	761.456238	0.060505	0.497733	0.004577	0.594317	0.100931	0.710095
763.041626	0.279014	0.300654	0.407323	763.041626	0.060271	0.497758	0.00462	0.596688	0.101378	0.713268
764.627014	0.27856	0.299501	0.407889	764.627014	0.060022	0.497099	0.004589	0.594413	0.101905	0.713872
766.21228	0.276244	0.296998	0.404082	766.21228	0.059324	0.493165	0.00457	0.589427	0.101379	0.706784
767.797485	0.278137	0.298473	0.406341	767.797485	0.05977	0.496504	0.004569	0.592377	0.102297	0.710386
769.382629	0.275854	0.29591	0.403836	769.382629	0.058763	0.492944	0.004534	0.587287	0.101527	0.706144
770.967712	0.275794	0.296813	0.405917	770.967712	0.058849	0.492738	0.004596	0.58903	0.101947	0.709886
772.552734	0.277545	0.298089	0.408265	772.552734	0.058947	0.496143	0.00459	0.591587	0.102971	0.713559
774.137695	0.274685	0.293852	0.40194	774.137695	0.058423	0.490947	0.004508	0.583196	0.10147	0.70241
775.722595	0.273911	0.294398	0.402256	775.722595	0.058321	0.489501	0.004546	0.584251	0.101753	0.702759
777.307495	0.27594	0.29694	0.407538	777.307495	0.058542	0.493337	0.004587	0.589292	0.103518	0.711557
778.892212	0.274016	0.294747	0.402029	778.892212	0.057852	0.49018	0.00455	0.584944	0.102085	0.701973
780.476929	0.273373	0.296093	0.40372	780.476929	0.057784	0.488961	0.004587	0.587599	0.102838	0.704602
782.061646	0.277114	0.299991	0.409397	782.061646	0.058286	0.495942	0.004651	0.595331	0.104381	0.714412
783.646179	0.274242	0.29609	0.403027	783.646179	0.057284	0.4912	0.004573	0.587607	0.10261	0.703444
785.230713	0.272582	0.294128	0.402898	785.230713	0.057111	0.488053	0.004564	0.583692	0.103102	0.702694
786.815186	0.27556	0.297185	0.408862	786.815186	0.057754	0.493366	0.004627	0.589744	0.104884	0.71284
788.399597	0.272928	0.295054	0.402733	788.399597	0.056968	0.488888	0.004603	0.585505	0.103448	0.702019
789.983948	0.270529	0.292149	0.397342	789.983948	0.056086	0.484972	0.004577	0.579721	0.102009	0.692674
791.568237	0.274115	0.296866	0.404205	791.568237	0.057158	0.491072	0.004658	0.589075	0.104351	0.704059
793.152405	0.274268	0.298115	0.406819	793.152405	0.056951	0.491586	0.004652	0.591579	0.104441	0.709196
794.736511	0.269819	0.292835	0.398104	794.736511	0.055752	0.483886	0.004573	0.581096	0.102701	0.693506
796.320618	0.26946	0.292221	0.397579	796.320618	0.055803	0.483117	0.004612	0.57983	0.102388	0.69277
797.904663	0.272726	0.296077	0.402798	797.904663	0.056098	0.489354	0.0046	0.587555	0.104062	0.701533
799.488586	0.27142	0.294175	0.401136	799.488586	0.055686	0.487153	0.004579	0.583772	0.10389	0.698381
801.072388	0.268713	0.292156	0.399651	801.072388	0.055034	0.482391	0.004603	0.579709	0.103949	0.695353
802.65625	0.269405	0.295482	0.404252	802.65625	0.055215	0.483595	0.004678	0.586285	0.104894	0.70361
804.23999	0.271175	0.297166	0.409456	804.23999	0.055196	0.487153	0.00471	0.589623	0.106301	0.712612
805.823608	0.268191	0.293937	0.402409	805.823608	0.054731	0.481652	0.004701	0.583173	0.104641	0.700176
807.407227	0.265967	0.290935	0.397824	807.407227	0.054197	0.477737	0.004636	0.577233	0.103558	0.692089
808.990784	0.267407	0.293001	0.400924	808.990784	0.054125	0.48069	0.004676	0.581326	0.104855	0.696993
810.574219	0.269516	0.295685	0.404096	810.574219	0.054383	0.484649	0.004675	0.586695	0.10594	0.702252
812.157593	0.269044	0.294956	0.40054	812.157593	0.054271	0.483817	0.004681	0.58523	0.10502	0.69606
813.740967	0.266223	0.290874	0.395742	813.740967	0.053553	0.478894	0.004671	0.577077	0.104203	0.687281
815.324219	0.266722	0.292594	0.399358	815.324219	0.053659	0.479786	0.004665	0.580522	0.105058	0.693658
816.907349	0.268558	0.295113	0.404425	816.907349	0.053527	0.48359	0.004733	0.585492	0.106384	0.702466
818.49054	0.266904	0.294156	0.399796	818.49054	0.05349	0.480317	0.004707	0.583605	0.105733	0.69386
820.073547	0.266551	0.292509	0.396524	820.073547	0.053275	0.479827	0.00469	0.580329	0.104732	0.688317
821.656555	0.266381	0.292489	0.398824	821.656555	0.053091	0.479672	0.004717	0.580261	0.105355	0.692292
823.239441	0.266332	0.293438	0.399048	823.239441	0.052837	0.479827	0.004715	0.582161	0.105545	0.692551
824.822266	0.265053	0.29108	0.395104	824.822266	0.052604	0.477502	0.004713	0.577446	0.104924	0.685284
826.404968	0.264738	0.291548	0.39525	826.404968	0.052421	0.477055	0.004728	0.578369	0.105082	0.685418
827.987671	0.264816	0.29163	0.397016	827.987671	0.052389	0.477244	0.004705	0.578556	0.105483	0.688549
829.570313	0.26568	0.293333	0.397556	829.570313	0.052532	0.478828	0.004763	0.581903	0.105774	0.689338
831.152832	0.265459	0.293218	0.399254	831.152832	0.052332	0.478587	0.004773	0.581663	0.106635	0.691874
832.735352	0.263337	0.29182	0.396596	832.735352	0.051685	0.47499	0.004721	0.578918	0.105878	0.687315
834.317688	0.263057	0.29135	0.396222	834.317688	0.051234	0.474879	0.004767	0.577933	0.105813	0.686631
835.900024	0.26261	0.290899	0.39651	835.900024	0.051481	0.47374	0.004799	0.576999	0.106532	0.686488
837.4823	0.263049	0.289554	0.395192	837.4823	0.051229	0.474869	0.004783	0.574326	0.105979	0.684405
839.064453	0.261056	0.289665	0.393682	839.064453	0.050696	0.471416	0.004776	0.574554	0.105312	0.682051
840.646606	0.259832	0.288442	0.392882	840.646606	0.050322	0.469342	0.004755	0.572129	0.105136	0.680627
842.228638	0.260228	0.288066	0.392346	842.228638	0.05066	0.469795	0.00478	0.571353	0.105128	0.679563
843.810547	0.260298	0.287323	0.393106	843.810547	0.050446	0.470149	0.004787	0.569859	0.106021	0.680192
845.392395	0.260942	0.287977	0.394164	845.392395	0.05058	0.471305	0.004789	0.571166	0.106507	0.681821
846.974243	0.258639	0.285412	0.390257	846.974243	0.049735	0.467543	0.004759	0.566066	0.105415	0.6751
848.555847	0.260584	0.288649	0.393466	848.555847	0.05013	0.471037	0.004786	0.572513	0.106137	0.680795
850.137512	0.259039	0.287473	0.390314	850.137512	0.049692	0.468387	0.004807	0.570139	0.105603	0.675025
851.719116	0.26019	0.287783	0.392276	851.719116	0.049949	0.470431	0.004859	0.570708	0.106138	0.678414
853.300598	0.258339	0.286107	0.390687	853.300598	0.049208	0.467469	0.004834	0.56738	0.105958	0.675416
854.882019	0.259736	0.289056	0.392996	854.882019	0.049374	0.470098	0.00489	0.573221	0.107067	0.678925
856.463379	0.257831	0.289519	0.390266	856.463379	0.048972	0.46669	0.00489	0.574148	0.105981	0.674551
858.044617	0.258683	0.287621	0.389876	858.044617	0.048893	0.468473	0.004893	0.570349	0.10585	0.673903
859.625793	0.257688	0.287218	0.391721	859.625793	0.048653	0.466722	0.00492	0.569516	0.106506	0.676937
861.206848	0.254705	0.28617	0.386356	861.206848	0.048149	0.461261	0.004892	0.567447	0.10563	0.667083
862.787903	0.257548	0.289353	0.393735	862.787903	0.048645	0.466451	0.00498	0.573726	0.107471	0.68
864.368835	0.254196	0.286278	0.391461	864.368835	0.047986	0.460405	0.004927	0.567629	0.107438	0.675484
865.949707	0.254826	0.287127	0.391805	865.949707	0.04772	0.461931	0.004959	0.569296	0.107429	0.676182
867.530457	0.255042	0.28726	0.392443	867.530457	0.04782	0.462263	0.004977	0.569544	0.108031	0.676854
869.111145	0.252677	0.283995	0.387572	869.111145	0.047554	0.457799	0.00499	0.563001	0.106494	0.66865
870.691772	0.254995	0.288791	0.393651	870.691772	0.047245	0.462745	0.004997	0.572585	0.108412	0.67889
872.272339	0.252183	0.284433	0.386576	872.272339	0.04703	0.457335	0.004933	0.563933	0.106381	0.666772
873.852722	0.253658	0.28496	0.387906	873.852722	0.04706	0.460255	0.00502	0.5649	0.106979	0.668833
875.433228	0.257591	0.292216	0.398857	875.433228	0.047896	0.467285	0.005119	0.579313	0.11031	0.687404
877.013489	0.251962	0.284533	0.388776	877.013489	0.046495	0.457428	0.004982	0.564084	0.107445	0.670106
878.593628	0.250895	0.281684	0.386041	878.593628	0.046362	0.455429	0.004946	0.558422	0.107423	0.664659
880.173828	0.255486	0.288402	0.394272	880.173828	0.047259	0.463713	0.005093	0.571711	0.109054	0.67949
881.753784	0.251938	0.28382	0.390402	881.753784	0.046458	0.457418	0.005085	0.562555	0.107843	0.672962
883.333801	0.2479	0.279336	0.381754	883.333801	0.045683	0.450117	0.005008	0.553663	0.105605	0.657903
884.913696	0.25371	0.288228	0.391365	884.913696	0.046455	0.460965	0.005174	0.571282	0.10877	0.673959
886.493469	0.255827	0.292271	0.397094	886.493469	0.047067	0.464588	0.005232	0.57931	0.110481	0.683707
888.073242	0.249019	0.284785	0.38447	888.073242	0.045508	0.45253	0.005103	0.564466	0.107622	0.661317
889.652832	0.247896	0.281186	0.379442	889.652832	0.045186	0.450605	0.005056	0.557317	0.105494	0.65339
891.2323	0.250927	0.28502	0.386304	891.2323	0.045688	0.456165	0.005128	0.564913	0.107791	0.664817
892.811829	0.25013	0.284247	0.388658	892.811829	0.045384	0.454875	0.005155	0.563338	0.109117	0.668199
894.391235	0.24474	0.27752	0.378122	894.391235	0.044667	0.444813	0.005035	0.550005	0.10528	0.650964
895.97052	0.244372	0.275106	0.371868	895.97052	0.044275	0.444468	0.005043	0.545168	0.103857	0.639879
897.549683	0.247515	0.280052	0.377797	897.549683	0.044973	0.450057	0.005166	0.554939	0.10627	0.649324
899.128784	0.252884	0.286849	0.392911	899.128784	0.045631	0.460137	0.005274	0.568424	0.109957	0.675866
900.707825	0.250164	0.28623	0.393015	900.707825	0.04507	0.455257	0.00527	0.567191	0.110661	0.67537
902.286804	0.24424	0.279616	0.379279	902.286804	0.043977	0.444503	0.005221	0.554011	0.105833	0.652725
903.865601	0.242078	0.27539	0.37148	903.865601	0.043202	0.440954	0.005117	0.545663	0.104641	0.638318
905.444458	0.245429	0.278249	0.374349	905.444458	0.043658	0.4472	0.005144	0.551353	0.105746	0.642951
907.023071	0.250004	0.284403	0.384248	907.023071	0.044745	0.455263	0.005302	0.563504	0.108964	0.659532
908.601685	0.252613	0.288469	0.392277	908.601685	0.04522	0.460006	0.005462	0.571477	0.110367	0.674187
910.180176	0.251391	0.288434	0.391912	910.180176	0.044755	0.458026	0.005451	0.571417	0.111115	0.672709
911.758606	0.248403	0.285414	0.386606	911.758606	0.043625	0.453181	0.005374	0.565454	0.109512	0.6637
913.336914	0.243481	0.280176	0.379122	913.336914	0.042995	0.443966	0.005333	0.55502	0.106688	0.651557
914.915161	0.242394	0.277103	0.375169	914.915161	0.042756	0.442031	0.005294	0.548912	0.106517	0.643821
916.493347	0.24088	0.273896	0.37243	916.493347	0.042526	0.439234	0.005248	0.542544	0.106079	0.638781
918.071411	0.242071	0.274701	0.37393	918.071411	0.042299	0.441844	0.005341	0.544061	0.105941	0.641918
919.649292	0.24436	0.281734	0.382788	919.649292	0.042737	0.445983	0.005427	0.558041	0.108241	0.657336
921.227234	0.244418	0.279194	0.37892	921.227234	0.042971	0.445865	0.005461	0.552927	0.108049	0.64979
922.804993	0.243644	0.278958	0.381006	922.804993	0.042594	0.444693	0.005458	0.552457	0.108819	0.653192
924.38269	0.242296	0.278904	0.382857	924.38269	0.042641	0.441951	0.00544	0.552369	0.108499	0.657215
925.960327	0.242117	0.279153	0.38027	925.960327	0.042423	0.441812	0.005465	0.552841	0.107967	0.652572
927.537781	0.242115	0.28124	0.378349	927.537781	0.042026	0.442204	0.005566	0.556914	0.10798	0.648718
929.115234	0.241062	0.281528	0.378471	929.115234	0.041499	0.440624	0.005526	0.557529	0.108755	0.648188
930.692566	0.240534	0.278629	0.376746	930.692566	0.04169	0.439377	0.005555	0.551704	0.107823	0.645669
932.269836	0.241747	0.280416	0.376973	932.269836	0.041753	0.441741	0.00558	0.555252	0.107887	0.646059
933.846985	0.240733	0.279033	0.376061	933.846985	0.041455	0.440011	0.005588	0.552478	0.108741	0.643381
935.424011	0.240031	0.278707	0.378512	935.424011	0.041196	0.438865	0.005595	0.551819	0.109176	0.647847
937.000977	0.237632	0.277501	0.373204	937.000977	0.041085	0.434178	0.005593	0.54941	0.106926	0.639481
938.57782	0.236216	0.274917	0.370765	938.57782	0.040259	0.432173	0.005519	0.544316	0.106925	0.634605
940.154602	0.238534	0.277835	0.376083	940.154602	0.040508	0.436561	0.005689	0.549981	0.107659	0.644508
941.731262	0.237703	0.278967	0.377448	941.731262	0.041159	0.434246	0.00567	0.552264	0.109404	0.645492
943.307922	0.237567	0.278529	0.378208	943.307922	0.040683	0.434451	0.005689	0.551368	0.109482	0.646934
944.884399	0.237269	0.277595	0.374961	944.884399	0.040584	0.433954	0.005782	0.549409	0.108175	0.641747
946.460754	0.237891	0.279959	0.375399	946.460754	0.039857	0.435924	0.005775	0.554143	0.107722	0.643076
948.036987	0.237458	0.278032	0.378295	948.036987	0.040245	0.434671	0.005829	0.550234	0.108996	0.647595
949.613281	0.236929	0.278784	0.37642	949.613281	0.039832	0.434027	0.005776	0.551793	0.108617	0.644224
951.189331	0.237137	0.279766	0.376971	951.189331	0.040135	0.434138	0.005905	0.553627	0.109458	0.644485
952.76532	0.238136	0.280772	0.37736	952.76532	0.040426	0.435846	0.005909	0.555635	0.110178	0.644542
954.341309	0.235403	0.279454	0.377234	954.341309	0.039454	0.431352	0.005876	0.553033	0.109645	0.644824
955.917114	0.235172	0.280589	0.377626	955.917114	0.03903	0.431315	0.005924	0.555254	0.109011	0.64624
957.492798	0.235728	0.279713	0.378695	957.492798	0.039695	0.431762	0.005965	0.553461	0.109857	0.647533
959.068359	0.236644	0.279989	0.37698	959.068359	0.039753	0.433535	0.005969	0.55401	0.110122	0.643838
960.643921	0.234374	0.2784	0.376194	960.643921	0.039009	0.429738	0.006012	0.550788	0.110363	0.642025
962.21936	0.235289	0.27712	0.376405	962.21936	0.039313	0.431265	0.005984	0.548255	0.109894	0.642916
