#Average polarization				Separate polarizations						
#Wavelength (nm)	55.00 incidence reflectance	65.00 incidence reflectance	75.00 incidence reflectance	Wavelength (nm)	"p-Intensity, 55.00 incidence reflectance"	"s-Intensity, 55.00 incidence reflectance"	"p-Intensity, 65.00 incidence reflectance"	"s-Intensity, 65.00 incidence reflectance"	"p-Intensity, 75 incidence reflectance"	"s-Intensity, 75 incidence reflectance"
963.794617	0.23336	0.276257	0.374769	963.794617	0.038862	0.427857	0.005996	0.546519	0.108738	0.6408
965.369934	0.234115	0.276418	0.377769	965.369934	0.039355	0.428875	0.006095	0.546741	0.109698	0.64584
966.945007	0.233869	0.275242	0.373343	966.945007	0.038792	0.428946	0.006021	0.544463	0.108437	0.638248
968.52002	0.232448	0.277587	0.375308	968.52002	0.0385	0.426396	0.006113	0.549061	0.108919	0.641697
970.09491	0.232702	0.277	0.374793	970.09491	0.03831	0.427094	0.006153	0.547847	0.110357	0.639229
971.6698	0.231572	0.279246	0.375753	971.6698	0.038207	0.424937	0.006154	0.552338	0.109229	0.642276
973.244507	0.229958	0.277771	0.373485	973.244507	0.037966	0.421949	0.006136	0.549405	0.109268	0.637703
974.819153	0.230877	0.278258	0.37302	974.819153	0.038119	0.423635	0.006217	0.5503	0.109588	0.636452
976.393677	0.230476	0.278421	0.374383	976.393677	0.037971	0.422981	0.006185	0.550656	0.109289	0.639477
977.968079	0.230841	0.279121	0.372492	977.968079	0.03757	0.424112	0.006252	0.55199	0.108637	0.636347
979.542358	0.229872	0.277492	0.372429	979.542358	0.037325	0.422419	0.006235	0.54875	0.110202	0.634655
981.116577	0.229361	0.277469	0.372582	981.116577	0.037656	0.421065	0.006232	0.548705	0.109464	0.635701
982.690735	0.228505	0.274937	0.370846	982.690735	0.03711	0.419899	0.00628	0.543594	0.10925	0.632442
984.264771	0.227744	0.273652	0.370464	984.264771	0.037259	0.41823	0.006284	0.541019	0.108662	0.632266
985.838684	0.228811	0.274515	0.373419	985.838684	0.036904	0.420717	0.006343	0.542687	0.109811	0.637027
987.412415	0.228184	0.274252	0.370669	987.412415	0.037321	0.419046	0.006359	0.542144	0.108228	0.63311
988.986145	0.227296	0.274097	0.368772	988.986145	0.036519	0.418074	0.006365	0.54183	0.108225	0.629319
990.559753	0.226369	0.271435	0.367514	990.559753	0.036277	0.416461	0.006294	0.536576	0.108946	0.626082
992.133179	0.225926	0.269995	0.364797	992.133179	0.03655	0.415302	0.006378	0.533612	0.107919	0.621674
993.706665	0.226207	0.270212	0.366655	993.706665	0.036159	0.416255	0.006398	0.534025	0.107733	0.625577
995.279907	0.225644	0.268747	0.367831	995.279907	0.036333	0.414955	0.006397	0.531098	0.108186	0.627476
996.853027	0.22554	0.270724	0.368765	996.853027	0.036001	0.415079	0.006439	0.535009	0.108549	0.62898
998.426147	0.227654	0.273565	0.372748	998.426147	0.035768	0.419541	0.006579	0.540552	0.10974	0.635757
999.999146	0.226802	0.273251	0.36929	999.999146	0.036562	0.417041	0.006521	0.53998	0.10846	0.630121
1012.878723	0.220224	0.277993	0.374543	1012.878723	0.034413	0.406036	0.007275	0.548711	0.114232	0.634854
1016.250183	0.219286	0.276347	0.375474	1016.250183	0.033767	0.404804	0.007334	0.545359	0.114713	0.636236
1019.622375	0.218907	0.276217	0.374244	1019.622375	0.033912	0.403903	0.007361	0.545073	0.114169	0.634318
1022.995239	0.219251	0.277081	0.372941	1022.995239	0.033784	0.404718	0.007419	0.546742	0.114149	0.631732
1026.368652	0.217086	0.27237	0.37319	1026.368652	0.033309	0.400863	0.00745	0.53729	0.114213	0.632167
1029.74292	0.217639	0.274665	0.375095	1029.74292	0.033374	0.401904	0.007541	0.541788	0.115028	0.635163
1033.117676	0.21709	0.273473	0.373742	1033.117676	0.033125	0.401054	0.007597	0.53935	0.114831	0.632652
1036.493286	0.216812	0.276466	0.374011	1036.493286	0.033015	0.400608	0.007707	0.545225	0.114818	0.633204
1039.869385	0.216627	0.273188	0.37177	1039.869385	0.03294	0.400315	0.007724	0.538651	0.114551	0.62899
1043.246338	0.214962	0.272039	0.37342	1043.246338	0.032491	0.397433	0.007749	0.536329	0.115062	0.631778
1046.623779	0.21447	0.273639	0.373892	1046.623779	0.032244	0.396696	0.007859	0.539418	0.115448	0.632337
1050.001953	0.214406	0.275411	0.378748	1050.001953	0.032024	0.396788	0.00801	0.542812	0.11672	0.640776
1053.380859	0.213368	0.275106	0.376357	1053.380859	0.03163	0.395107	0.008063	0.542149	0.116165	0.636548
1056.760498	0.212827	0.276069	0.380381	1056.760498	0.031392	0.394262	0.008192	0.543946	0.117828	0.642934
1060.140625	0.213582	0.276737	0.377745	1060.140625	0.031572	0.395592	0.008267	0.545206	0.117262	0.638229
1063.521484	0.213508	0.273742	0.373271	1063.521484	0.031313	0.395703	0.008269	0.539215	0.115882	0.630661
1066.903076	0.213647	0.275086	0.377167	1066.903076	0.031193	0.396101	0.008341	0.541832	0.117389	0.636945
1070.2854	0.211788	0.271905	0.372495	1070.2854	0.031057	0.392519	0.008363	0.535447	0.115916	0.629073
1073.668213	0.212329	0.275093	0.377957	1073.668213	0.030808	0.39385	0.008532	0.541655	0.11785	0.638064
1077.051758	0.211919	0.272675	0.374691	1077.051758	0.030669	0.393169	0.008521	0.53683	0.117216	0.632167
1080.436035	0.211554	0.272082	0.3711	1080.436035	0.030441	0.392666	0.008569	0.535595	0.116178	0.626022
1083.820923	0.209951	0.273509	0.371238	1083.820923	0.030192	0.38971	0.008716	0.538302	0.116399	0.626076
1087.206543	0.209819	0.273292	0.37327	1087.206543	0.029965	0.389673	0.008832	0.537751	0.117088	0.629452
1090.592773	0.210152	0.270152	0.371194	1090.592773	0.029927	0.390376	0.008738	0.531566	0.116791	0.625596
1093.979736	0.210845	0.268472	0.369414	1093.979736	0.029953	0.391738	0.008828	0.528116	0.116289	0.622539
1097.36731	0.210003	0.268161	0.368362	1097.36731	0.029614	0.390392	0.008889	0.527433	0.11628	0.620443
1100.755615	0.209087	0.273917	0.372792	1100.755615	0.029444	0.38873	0.009126	0.538707	0.117551	0.628034
1104.144531	0.208984	0.272493	0.375074	1104.144531	0.029375	0.388593	0.009142	0.535843	0.118455	0.631694
1107.53418	0.207819	0.272978	0.376131	1107.53418	0.029106	0.386531	0.009313	0.536644	0.119236	0.633027
1110.924438	0.208968	0.272159	0.380423	1110.924438	0.029146	0.38879	0.009303	0.535014	0.120543	0.640303
1114.31543	0.2084	0.269854	0.372676	1114.31543	0.028929	0.387872	0.009297	0.53041	0.118233	0.62712
1117.707031	0.208627	0.271592	0.376777	1117.707031	0.028757	0.388497	0.009422	0.533761	0.119644	0.633909
1121.099365	0.207128	0.268822	0.372487	1121.099365	0.028488	0.385767	0.009383	0.528262	0.11846	0.626515
1124.49231	0.206377	0.268605	0.375735	1124.49231	0.028229	0.384526	0.009468	0.527742	0.119911	0.631559
1127.885986	0.204603	0.265607	0.371127	1127.885986	0.028003	0.381204	0.009474	0.521741	0.118556	0.623697
1131.280273	0.204071	0.265372	0.37465	1131.280273	0.027787	0.380354	0.009598	0.521147	0.120565	0.628736
1134.675293	0.203947	0.264137	0.373047	1134.675293	0.027589	0.380306	0.009595	0.51868	0.119294	0.6268
1138.070923	0.204127	0.264391	0.374234	1138.070923	0.027515	0.380739	0.00967	0.519112	0.120443	0.628024
1141.467285	0.204556	0.265525	0.372975	1141.467285	0.027585	0.381527	0.009788	0.521261	0.120069	0.62588
1144.864258	0.204876	0.266586	0.376756	1144.864258	0.027432	0.38232	0.009915	0.523256	0.121889	0.631624
1148.261963	0.204734	0.268136	0.374741	1148.261963	0.027362	0.382106	0.01002	0.526252	0.120964	0.628518
1151.660278	0.204036	0.265893	0.37621	1151.660278	0.027052	0.38102	0.010096	0.52169	0.122181	0.630239
1155.059326	0.20363	0.264769	0.374407	1155.059326	0.02693	0.380331	0.010152	0.519387	0.12157	0.627245
1158.458984	0.204339	0.265935	0.377175	1158.458984	0.026994	0.381684	0.010212	0.521658	0.122497	0.631852
1161.859253	0.20229	0.26535	0.378019	1161.859253	0.026568	0.378013	0.01027	0.520429	0.122882	0.633156
1165.260376	0.201578	0.267847	0.376717	1165.260376	0.026304	0.376852	0.010456	0.525237	0.122619	0.630815
1168.661987	0.201756	0.266318	0.379068	1168.661987	0.02627	0.377241	0.010494	0.522141	0.123597	0.634539
1172.064453	0.200817	0.264583	0.377776	1172.064453	0.026235	0.375399	0.010491	0.518676	0.123691	0.631861
1175.467529	0.199872	0.264529	0.377138	1175.467529	0.025832	0.373912	0.010577	0.518482	0.123339	0.630938
1178.871216	0.200531	0.265468	0.378806	1178.871216	0.025871	0.375191	0.010712	0.520224	0.124197	0.633416
1182.275635	0.199825	0.26235	0.37581	1182.275635	0.025583	0.374067	0.010555	0.514144	0.123272	0.628348
1185.680664	0.200408	0.263292	0.378754	1185.680664	0.025504	0.375312	0.010773	0.515811	0.12467	0.632838
1189.086304	0.199462	0.266258	0.379599	1189.086304	0.025397	0.373528	0.011	0.521515	0.125174	0.634023
1192.492798	0.200267	0.263681	0.380552	1192.492798	0.025371	0.375163	0.010883	0.516478	0.125822	0.635282
1195.89978	0.198869	0.2597	0.374503	1195.89978	0.025015	0.372724	0.010859	0.50854	0.12373	0.625275
1199.307617	0.199761	0.260698	0.376172	1199.307617	0.025105	0.374417	0.010965	0.51043	0.124867	0.627477
1202.716064	0.198482	0.264429	0.380254	1202.716064	0.024809	0.372155	0.011193	0.517664	0.126253	0.634256
1206.125122	0.19853	0.259131	0.375501	1206.125122	0.024722	0.372338	0.011054	0.507208	0.125042	0.625961
1209.534912	0.198501	0.259492	0.369114	1209.534912	0.024738	0.372264	0.011137	0.507846	0.122902	0.615326
1212.945313	0.197498	0.255671	0.369986	1212.945313	0.024457	0.37054	0.01109	0.500252	0.123647	0.616324
1216.356445	0.197967	0.259959	0.374232	1216.356445	0.024375	0.371559	0.011329	0.508589	0.124918	0.623545
1219.768188	0.197038	0.260822	0.372318	1219.768188	0.024278	0.369797	0.011472	0.510172	0.125226	0.61941
1223.180664	0.197491	0.259664	0.374651	1223.180664	0.024215	0.370767	0.011538	0.50779	0.125771	0.623532
1226.59375	0.197493	0.262228	0.379678	1226.59375	0.024091	0.370896	0.011658	0.512799	0.127186	0.632169
1230.007568	0.195693	0.25879	0.378308	1230.007568	0.023775	0.367611	0.011552	0.506029	0.127175	0.629441
1233.421997	0.195194	0.259781	0.379392	1233.421997	0.023608	0.36678	0.011689	0.507872	0.128334	0.63045
1236.837158	0.193916	0.26173	0.376306	1236.837158	0.02323	0.364602	0.011818	0.511642	0.126951	0.625662
1240.25293	0.195257	0.257606	0.375695	1240.25293	0.023445	0.367069	0.011695	0.503516	0.127427	0.623962
1243.669434	0.194761	0.25834	0.377173	1243.669434	0.023202	0.36632	0.011884	0.504796	0.127909	0.626437
1247.086548	0.194488	0.259636	0.380693	1247.086548	0.023224	0.365752	0.012024	0.507247	0.129429	0.631957
1250.504395	0.194886	0.260107	0.381033	1250.504395	0.0232	0.366572	0.012092	0.508123	0.12916	0.632906
1253.922852	0.1955	0.259041	0.382879	1253.922852	0.023222	0.367779	0.012113	0.50597	0.130571	0.635186
1257.342041	0.194732	0.260703	0.386077	1257.342041	0.022871	0.366593	0.012223	0.509183	0.131634	0.64052
1260.761841	0.194009	0.257299	0.378336	1260.761841	0.0227	0.365318	0.012134	0.502465	0.129195	0.627478
1264.182373	0.192896	0.259211	0.384238	1264.182373	0.022496	0.363297	0.012323	0.506099	0.131657	0.636819
1267.603516	0.193543	0.257424	0.3823	1267.603516	0.022592	0.364494	0.012328	0.502521	0.130757	0.633843
1271.025391	0.193625	0.253298	0.383374	1271.025391	0.022517	0.364734	0.012187	0.494409	0.131972	0.634776
1274.447998	0.192914	0.254193	0.37949	1274.447998	0.022256	0.363573	0.012317	0.49607	0.13023	0.62875
1277.871094	0.191909	0.25471	0.37952	1277.871094	0.02195	0.361867	0.012468	0.496951	0.131244	0.627797
1281.294922	0.191687	0.252496	0.37826	1281.294922	0.021938	0.361436	0.012356	0.492635	0.130344	0.626175
1284.719482	0.19147	0.254826	0.383125	1284.719482	0.0218	0.36114	0.01254	0.497112	0.132758	0.633492
1288.144775	0.192898	0.254438	0.381969	1288.144775	0.022017	0.363778	0.012619	0.496258	0.132081	0.631858
1291.570557	0.191522	0.251865	0.379209	1291.570557	0.021734	0.36131	0.012524	0.491205	0.132184	0.626235
1294.997192	0.191544	0.25361	0.384322	1294.997192	0.021643	0.361444	0.012741	0.494479	0.133946	0.634697
1298.424316	0.192376	0.254406	0.380833	1298.424316	0.021559	0.363194	0.012867	0.495945	0.132971	0.628695
1301.852295	0.190913	0.253699	0.383875	1301.852295	0.021453	0.360373	0.012855	0.494543	0.134068	0.633681
1305.280762	0.190435	0.253171	0.379933	1305.280762	0.021275	0.359595	0.013002	0.493341	0.133594	0.626272
1308.710083	0.191984	0.25313	0.381828	1308.710083	0.021241	0.362727	0.012977	0.493282	0.133809	0.629847
1312.139893	0.191398	0.252819	0.381364	1312.139893	0.021166	0.36163	0.01297	0.492668	0.134144	0.628585
1315.570557	0.191133	0.251272	0.382259	1315.570557	0.021041	0.361225	0.013039	0.489506	0.134776	0.629742
1319.001709	0.191017	0.252227	0.384062	1319.001709	0.020774	0.36126	0.013253	0.491201	0.135769	0.632356
1322.433716	0.190786	0.250454	0.383274	1322.433716	0.020689	0.360884	0.013032	0.487875	0.135549	0.631
1325.866333	0.188567	0.247444	0.380758	1325.866333	0.020465	0.356669	0.012933	0.481954	0.135101	0.626414
1329.299561	0.189455	0.246305	0.383252	1329.299561	0.020449	0.35846	0.012932	0.479677	0.13631	0.630195
1332.733521	0.188747	0.246329	0.380157	1332.733521	0.020342	0.357153	0.013044	0.479615	0.135132	0.625183
1336.168091	0.187326	0.246351	0.388695	1336.168091	0.020259	0.354394	0.013181	0.479521	0.1388	0.638591
1339.603271	0.18759	0.2456	0.383074	1339.603271	0.02018	0.354999	0.013199	0.478001	0.136895	0.629253
1343.039307	0.186815	0.2452	0.383465	1343.039307	0.019947	0.353684	0.013226	0.477174	0.137249	0.629681
1346.47583	0.185815	0.246092	0.380112	1346.47583	0.019818	0.351812	0.013401	0.478783	0.136136	0.624088
1349.913208	0.18744	0.248144	0.389703	1349.913208	0.019931	0.354948	0.013559	0.48273	0.140447	0.638959
1353.351196	0.185864	0.246687	0.382248	1353.351196	0.019611	0.352116	0.013473	0.479901	0.137993	0.626503
1356.789795	0.186018	0.240727	0.38154	1356.789795	0.019558	0.352477	0.013278	0.468176	0.138136	0.624943
1360.229126	0.185808	0.243778	0.38076	1360.229126	0.019469	0.352146	0.013416	0.474141	0.137629	0.623892
1363.669189	0.185315	0.241873	0.381772	1363.669189	0.019273	0.351356	0.013345	0.4704	0.137647	0.625898
1367.109741	0.185632	0.239826	0.383881	1367.109741	0.019214	0.35205	0.013379	0.466274	0.139212	0.62855
1370.551025	0.186485	0.243072	0.382407	1370.551025	0.019248	0.353722	0.01367	0.472473	0.139076	0.625739
1373.993042	0.18634	0.244829	0.39034	1373.993042	0.019225	0.353456	0.013817	0.47584	0.142403	0.638277
1377.435791	0.185021	0.241733	0.389273	1377.435791	0.018972	0.35107	0.013688	0.469777	0.143019	0.635526
1380.87915	0.184324	0.240767	0.390005	1380.87915	0.018816	0.349832	0.013654	0.46788	0.143666	0.636343
1384.322998	0.184483	0.242903	0.386816	1384.322998	0.01869	0.350276	0.01377	0.472035	0.140779	0.632853
1387.767822	0.184867	0.241456	0.382158	1387.767822	0.01866	0.351073	0.013782	0.469131	0.140579	0.623737
1391.213135	0.183916	0.240712	0.387762	1391.213135	0.018555	0.349276	0.013854	0.46757	0.142509	0.633014
1394.65918	0.184389	0.23677	0.386216	1394.65918	0.01851	0.350268	0.013735	0.459805	0.14253	0.629903
1398.105835	0.184523	0.246494	0.393785	1398.105835	0.018582	0.350464	0.014378	0.478609	0.145571	0.641999
1401.553223	0.183629	0.239807	0.392841	1401.553223	0.018428	0.34883	0.01401	0.465605	0.145596	0.640087
1405.001221	0.184867	0.241013	0.391636	1405.001221	0.018377	0.351357	0.01405	0.467977	0.144277	0.638995
1408.449951	0.185728	0.240077	0.389732	1408.449951	0.018298	0.353158	0.014024	0.46613	0.14403	0.635434
1411.899292	0.185087	0.240298	0.389725	1411.899292	0.01842	0.351753	0.014146	0.466451	0.145063	0.634386
1415.349365	0.185584	0.240683	0.388664	1415.349365	0.018494	0.352674	0.014235	0.46713	0.144853	0.632475
1418.800049	0.183595	0.239238	0.385154	1418.800049	0.018032	0.349159	0.014151	0.464325	0.143885	0.626424
1422.251465	0.183012	0.237539	0.387342	1422.251465	0.017959	0.348064	0.01395	0.461129	0.144238	0.630446
1425.703491	0.183157	0.237045	0.384789	1425.703491	0.017732	0.348581	0.014136	0.459954	0.143758	0.625819
1429.15625	0.181486	0.234862	0.385889	1429.15625	0.017574	0.345398	0.014038	0.455686	0.144776	0.627003
1432.609619	0.182479	0.236423	0.392472	1432.609619	0.017666	0.347292	0.014193	0.458653	0.147508	0.637436
1436.063721	0.18274	0.237189	0.395695	1436.063721	0.017658	0.347821	0.014406	0.459972	0.148908	0.642482
1439.518555	0.179966	0.237066	0.389061	1439.518555	0.017241	0.342691	0.014287	0.459845	0.146787	0.631335
1442.973877	0.180233	0.241587	0.391242	1442.973877	0.01738	0.343086	0.014454	0.46872	0.147389	0.635095
1446.430054	0.181199	0.238457	0.38462	1446.430054	0.017296	0.345101	0.01438	0.462534	0.14486	0.62438
1449.886841	0.182242	0.234611	0.385529	1449.886841	0.017389	0.347096	0.014346	0.454875	0.145662	0.625397
1453.344238	0.181794	0.232062	0.384651	1453.344238	0.01717	0.346418	0.014104	0.45002	0.145771	0.62353
1456.802368	0.182099	0.233997	0.388116	1456.802368	0.017017	0.347181	0.0142	0.453795	0.146905	0.629328
1460.261108	0.180986	0.230611	0.388189	1460.261108	0.016797	0.345175	0.014109	0.447114	0.147744	0.628633
1463.720581	0.179654	0.234521	0.387116	1463.720581	0.016688	0.34262	0.014543	0.4545	0.147399	0.626833
1467.180786	0.180003	0.23566	0.401168	1467.180786	0.016634	0.343372	0.014616	0.456703	0.15329	0.649046
1470.641479	0.178788	0.238173	0.403244	1470.641479	0.016581	0.340996	0.014742	0.461604	0.154551	0.651937
1474.103027	0.17837	0.237155	0.397139	1474.103027	0.01643	0.340311	0.014665	0.459645	0.152413	0.641865
1477.565186	0.17847	0.233162	0.391112	1477.565186	0.016459	0.340481	0.014471	0.451854	0.149795	0.632429
1481.027954	0.179112	0.236836	0.399539	1481.027954	0.016416	0.341808	0.014747	0.458926	0.153758	0.64532
1484.491455	0.178958	0.238654	0.396251	1484.491455	0.016369	0.341548	0.014882	0.462426	0.152121	0.640381
1487.955566	0.179243	0.232621	0.395509	1487.955566	0.016226	0.342259	0.01466	0.450581	0.153078	0.63794
1491.42041	0.177999	0.233955	0.400182	1491.42041	0.016078	0.339921	0.014904	0.453007	0.155809	0.644556
1494.885986	0.178377	0.231484	0.39373	1494.885986	0.016051	0.340703	0.014581	0.448388	0.152286	0.635175
1498.352051	0.178475	0.232513	0.399736	1498.352051	0.016046	0.340905	0.014553	0.450472	0.154997	0.644476
1501.81897	0.179885	0.22817	0.399377	1501.81897	0.016259	0.343512	0.014274	0.442066	0.154746	0.644008
1505.286377	0.176838	0.231063	0.400085	1505.286377	0.015821	0.337854	0.014553	0.447573	0.155618	0.644552
1508.754639	0.175001	0.234626	0.400721	1508.754639	0.015712	0.334289	0.014884	0.454368	0.156093	0.645348
1512.223389	0.175478	0.233422	0.397669	1512.223389	0.015683	0.335274	0.014808	0.452036	0.1554	0.639938
1515.692993	0.174691	0.232086	0.40061	1515.692993	0.015434	0.333948	0.01491	0.449262	0.157306	0.643914
1519.163208	0.175066	0.238398	0.409177	1519.163208	0.015454	0.334679	0.015309	0.461488	0.16127	0.657084
1522.634033	0.175244	0.232709	0.396564	1522.634033	0.015317	0.335171	0.014954	0.450464	0.155907	0.637221
1526.105591	0.173938	0.228392	0.395019	1526.105591	0.015343	0.332532	0.014672	0.442112	0.155712	0.634327
1529.577881	0.172992	0.230967	0.400278	1529.577881	0.015452	0.330531	0.014944	0.44699	0.157775	0.642781
1533.050659	0.174703	0.231088	0.403418	1533.050659	0.015459	0.333947	0.014706	0.44747	0.159222	0.647615
1536.52417	0.175621	0.229017	0.407119	1536.52417	0.015464	0.335778	0.014737	0.443296	0.161125	0.653112
1539.998413	0.173244	0.221676	0.401608	1539.998413	0.015146	0.331343	0.014341	0.429011	0.159232	0.643984
1543.473389	0.17272	0.222811	0.395429	1543.473389	0.015194	0.330247	0.014463	0.431159	0.156968	0.63389
1546.948975	0.171837	0.219913	0.388731	1546.948975	0.014873	0.328801	0.01428	0.425545	0.154616	0.622846
1550.425171	0.172188	0.226646	0.397564	1550.425171	0.014806	0.32957	0.014677	0.438615	0.157795	0.637333
1553.9021	0.171845	0.227703	0.398311	1553.9021	0.014834	0.328856	0.015011	0.440394	0.159073	0.63755
1557.379639	0.170766	0.229282	0.400361	1557.379639	0.014762	0.326769	0.01497	0.443594	0.159401	0.641321
1560.85791	0.170586	0.221362	0.386268	1560.85791	0.01457	0.326602	0.014596	0.428128	0.154935	0.617601
1564.336792	0.16997	0.220683	0.393659	1564.336792	0.014583	0.325357	0.014571	0.426794	0.157848	0.629471
1567.816528	0.170484	0.219484	0.398856	1567.816528	0.014258	0.326709	0.014518	0.424449	0.160071	0.637642
1571.296753	0.169431	0.223472	0.405683	1571.296753	0.014289	0.324574	0.014814	0.432131	0.164443	0.646922
1574.777588	0.167925	0.225393	0.40415	1574.777588	0.014229	0.321621	0.014933	0.435852	0.163105	0.645194
1578.259277	0.170871	0.224896	0.406233	1578.259277	0.014331	0.327412	0.015045	0.434747	0.164357	0.648108
1581.741577	0.170936	0.227621	0.407582	1581.741577	0.014111	0.327762	0.015141	0.4401	0.164927	0.650238
1585.224487	0.169851	0.223248	0.407104	1585.224487	0.014345	0.325358	0.015056	0.43144	0.165273	0.648936
1588.708252	0.170628	0.227211	0.407159	1588.708252	0.014207	0.327049	0.015095	0.439328	0.165104	0.649213
1592.192505	0.170362	0.227063	0.405328	1592.192505	0.01395	0.326775	0.01515	0.438977	0.165013	0.645644
1595.67749	0.169684	0.223327	0.404963	1595.67749	0.013978	0.32539	0.015007	0.431647	0.164944	0.644981
1599.163086	0.168783	0.221117	0.404497	1599.163086	0.013853	0.323713	0.014799	0.427434	0.166216	0.642778
1602.649414	0.169189	0.223231	0.409458	1602.649414	0.013828	0.324549	0.015177	0.431285	0.167459	0.651457
1606.136475	0.167719	0.222538	0.412211	1606.136475	0.013591	0.321846	0.015193	0.429884	0.16958	0.654842
1609.624023	0.168309	0.228059	0.414814	1609.624023	0.013691	0.322926	0.015376	0.440742	0.169613	0.660015
1613.112427	0.167884	0.224125	0.407247	1613.112427	0.013526	0.322241	0.015337	0.432913	0.16773	0.646764
1616.601318	0.166721	0.221025	0.405458	1616.601318	0.013393	0.320049	0.015063	0.426987	0.167112	0.643803
1620.091064	0.166703	0.220877	0.403865	1620.091064	0.013482	0.319924	0.015194	0.426561	0.166811	0.640919
1623.581299	0.167968	0.222377	0.402374	1623.581299	0.013417	0.322519	0.015288	0.429466	0.167293	0.637454
1627.072388	0.167552	0.223205	0.407217	1627.072388	0.013491	0.321612	0.015377	0.431034	0.169097	0.645336
1630.564087	0.169016	0.222609	0.413744	1630.564087	0.013504	0.324529	0.015229	0.42999	0.172085	0.655403
1634.056396	0.165614	0.219213	0.408448	1634.056396	0.013161	0.318066	0.014955	0.423471	0.168363	0.648533
1637.549561	0.165007	0.218039	0.403997	1637.549561	0.013308	0.316707	0.015039	0.42104	0.167651	0.640344
1641.043213	0.1661	0.221665	0.408238	1641.043213	0.013115	0.319084	0.01529	0.42804	0.17028	0.646195
1644.537476	0.16619	0.215892	0.40594	1644.537476	0.01285	0.319529	0.014751	0.417034	0.170164	0.641716
1648.032593	0.1652	0.221558	0.415537	1648.032593	0.012849	0.317551	0.015612	0.427504	0.174475	0.656599
1651.52832	0.165183	0.218025	0.414269	1651.52832	0.012807	0.31756	0.01522	0.42083	0.174055	0.654482
1655.024658	0.165226	0.220953	0.417723	1655.024658	0.01306	0.317392	0.015425	0.42648	0.174245	0.6612
1658.521729	0.165454	0.215339	0.41467	1658.521729	0.012739	0.31817	0.01472	0.415959	0.173418	0.655922
1662.019531	0.165177	0.218722	0.409376	1662.019531	0.012918	0.317435	0.015327	0.422118	0.172135	0.646618
1665.517944	0.166241	0.222563	0.41671	1665.517944	0.01292	0.319562	0.015325	0.429801	0.175487	0.657933
1669.016968	0.164903	0.216914	0.409368	1669.016968	0.012705	0.317102	0.014974	0.418853	0.172552	0.646184
1672.516846	0.164672	0.218365	0.414466	1672.516846	0.012487	0.316856	0.015325	0.421404	0.175769	0.653163
1676.017212	0.163289	0.216168	0.411831	1676.017212	0.012242	0.314337	0.015112	0.417224	0.175262	0.6484
1679.518188	0.163122	0.217175	0.409833	1679.518188	0.012501	0.313744	0.015622	0.418727	0.17547	0.644195
1683.019897	0.162037	0.221191	0.415906	1683.019897	0.012597	0.311476	0.015199	0.427184	0.17732	0.654492
1686.522461	0.163171	0.217924	0.410565	1686.522461	0.012617	0.313724	0.015384	0.420464	0.174273	0.646856
