Average polarization				Separate polarizations
Wavelength (nm)	55.00 deg incidence reflectance	65.00 deg incidence reflectance	75.00 deg incidence reflectance	Wavelength (nm)	"p-Intensity, 55.00 deg incidence reflectance"	"s-Intensity, 55.00 deg incidence reflectance"	"p-Intensity, 65.00 deg incidence reflectance"	"s-Intensity, 65.00 deg incidence reflectance"	"p-Intensity, 75 deg incidence reflectance"	"s-Intensity, 75 deg incidence reflectance"
949.613281	0.338845	0.376291	0.396162	949.613281	0.14246	0.53523	0.087549	0.665032	0.094897	0.697427
951.189331	0.337249	0.377684	0.397907	951.189331	0.141213	0.533284	0.087895	0.667473	0.096242	0.699572
952.76532	0.337197	0.376333	0.396931	952.76532	0.141371	0.533023	0.087414	0.665252	0.095217	0.698646
954.341309	0.336804	0.37578	0.395876	954.341309	0.140414	0.533193	0.086725	0.664834	0.09511	0.696642
955.917114	0.334054	0.37349	0.394717	955.917114	0.138925	0.529184	0.085543	0.661437	0.095572	0.693862
957.492798	0.333328	0.373002	0.39415	957.492798	0.138543	0.528113	0.085654	0.66035	0.094476	0.693825
959.068359	0.335353	0.374726	0.397308	959.068359	0.139728	0.530978	0.085938	0.663513	0.096015	0.698601
960.643921	0.334276	0.375006	0.396056	960.643921	0.138398	0.530154	0.08598	0.664033	0.095803	0.696308
962.21936	0.331093	0.37246	0.393643	962.21936	0.136572	0.525614	0.084807	0.660113	0.094913	0.692373
963.794617	0.329714	0.37256	0.393299	963.794617	0.135729	0.523699	0.084424	0.660697	0.095424	0.691174
965.369934	0.328071	0.370746	0.391802	965.369934	0.135366	0.520776	0.084471	0.65702	0.094308	0.689295
966.945007	0.325998	0.369443	0.390658	966.945007	0.133703	0.518293	0.083506	0.655379	0.094207	0.687108
968.52002	0.326351	0.370063	0.389724	968.52002	0.134298	0.518405	0.083402	0.656725	0.094254	0.685194
970.09491	0.327626	0.369643	0.389987	970.09491	0.134011	0.521241	0.083152	0.656134	0.094558	0.685416
971.6698	0.327515	0.369296	0.392581	971.6698	0.133111	0.521918	0.082615	0.655977	0.095406	0.689756
973.244507	0.326739	0.368074	0.390709	973.244507	0.132923	0.520555	0.082739	0.653409	0.094491	0.686927
974.819153	0.327217	0.369631	0.392516	974.819153	0.13353	0.520903	0.082661	0.656602	0.095009	0.690023
976.393677	0.326191	0.368878	0.390808	976.393677	0.133199	0.519182	0.082318	0.655437	0.095099	0.686516
977.968079	0.328266	0.367274	0.393135	977.968079	0.133377	0.523156	0.081594	0.652954	0.0952	0.69107
979.542358	0.326367	0.368037	0.394448	979.542358	0.13242	0.520315	0.081198	0.654875	0.095024	0.693872
981.116577	0.324845	0.367535	0.393099	981.116577	0.131694	0.517997	0.081148	0.653922	0.095497	0.690702
982.690735	0.323962	0.365787	0.390956	982.690735	0.131203	0.516722	0.080755	0.650818	0.095347	0.686565
984.264771	0.32439	0.36575	0.390046	984.264771	0.13077	0.518009	0.080152	0.651347	0.095203	0.684889
985.838684	0.325825	0.368106	0.389903	985.838684	0.130776	0.520875	0.079749	0.656462	0.094939	0.684868
987.412415	0.322187	0.367274	0.38941	987.412415	0.128756	0.515618	0.079454	0.655094	0.09525	0.68357
988.986145	0.322261	0.366573	0.387827	988.986145	0.129161	0.515361	0.079095	0.65405	0.093974	0.681681
990.559753	0.320844	0.363752	0.386755	990.559753	0.128799	0.51289	0.078704	0.6488	0.093955	0.679556
992.133179	0.321258	0.362772	0.388285	992.133179	0.128784	0.513732	0.078826	0.646717	0.094605	0.681965
993.706665	0.322511	0.362739	0.390592	993.706665	0.129256	0.515766	0.078122	0.647356	0.096337	0.684847
995.279907	0.322202	0.36356	0.392617	995.279907	0.128422	0.515981	0.078169	0.648951	0.096454	0.68878
996.853027	0.32181	0.363392	0.39134	996.853027	0.128115	0.515505	0.07765	0.649134	0.096714	0.685966
998.426147	0.32251	0.363377	0.390814	998.426147	0.128591	0.51643	0.077628	0.649126	0.096103	0.685524
999.999146	0.322004	0.363775	0.391451	999.999146	0.128032	0.515976	0.077107	0.650444	0.096342	0.686561
1012.878723	0.308136	0.357399	0.384154	1012.878723	0.121651	0.494622	0.075704	0.639093	0.095152	0.673156
1016.250183	0.305319	0.355505	0.380078	1016.250183	0.120163	0.490476	0.075328	0.635681	0.094079	0.666078
1019.622375	0.30509	0.355263	0.383416	1019.622375	0.119346	0.490833	0.074333	0.636192	0.095469	0.671363
1022.995239	0.30495	0.354443	0.381753	1022.995239	0.119146	0.490754	0.073854	0.635032	0.095314	0.668191
1026.368652	0.301423	0.352003	0.378328	1026.368652	0.117229	0.485616	0.073058	0.630948	0.094402	0.662254
1029.74292	0.30327	0.354345	0.382094	1029.74292	0.117843	0.488696	0.073276	0.635414	0.095791	0.668398
1033.117676	0.302878	0.35674	0.384796	1033.117676	0.116968	0.488788	0.073201	0.640278	0.09643	0.673161
1036.493286	0.296532	0.35061	0.380269	1036.493286	0.114281	0.478782	0.071798	0.629423	0.095629	0.66491
1039.869385	0.297496	0.348251	0.379211	1039.869385	0.114238	0.480753	0.070767	0.625736	0.095432	0.662991
1043.246338	0.294711	0.3477	0.379538	1043.246338	0.112679	0.476743	0.070175	0.625226	0.09574	0.663337
1046.623779	0.296021	0.350124	0.379808	1046.623779	0.112751	0.479291	0.070346	0.629902	0.095642	0.663974
1050.001953	0.291163	0.343146	0.376118	1050.001953	0.110296	0.47203	0.068683	0.617609	0.095004	0.657231
1053.380859	0.293001	0.34495	0.37552	1053.380859	0.110744	0.475258	0.068635	0.621266	0.094872	0.656168
1056.760498	0.2906	0.339754	0.376202	1056.760498	0.10958	0.471621	0.067377	0.612131	0.095	0.657403
1060.140625	0.291662	0.34121	0.378386	1060.140625	0.109456	0.473869	0.067199	0.615222	0.095959	0.660812
1063.521484	0.291957	0.34277	0.379761	1063.521484	0.109393	0.474521	0.06714	0.618399	0.09641	0.663112
1066.903076	0.28928	0.340327	0.378081	1066.903076	0.107923	0.470638	0.066338	0.614316	0.095947	0.660216
1070.2854	0.288057	0.34194	0.377811	1070.2854	0.106916	0.469198	0.066329	0.61755	0.096679	0.658942
1073.668213	0.286533	0.339014	0.375674	1073.668213	0.106032	0.467033	0.065506	0.612522	0.095951	0.655397
1077.051758	0.287124	0.338409	0.379705	1077.051758	0.105865	0.468382	0.065258	0.61156	0.097491	0.661918
1080.436035	0.282185	0.334503	0.37522	1080.436035	0.103455	0.460916	0.063887	0.60512	0.09599	0.65445
1083.820923	0.281889	0.33448	0.373045	1083.820923	0.103326	0.460452	0.063978	0.604982	0.095201	0.65089
1087.206543	0.282225	0.335303	0.372779	1087.206543	0.103018	0.461432	0.0637	0.606907	0.096144	0.649415
1090.592773	0.279836	0.335118	0.373993	1090.592773	0.10165	0.458022	0.063559	0.606677	0.095287	0.652698
1093.979736	0.27725	0.334598	0.371652	1093.979736	0.100425	0.454075	0.062988	0.606207	0.096808	0.646495
1097.36731	0.281972	0.33726	0.376181	1097.36731	0.101643	0.462302	0.06347	0.611051	0.095472	0.65689
1100.755615	0.281325	0.334036	0.375088	1100.755615	0.101145	0.461505	0.062448	0.605624	0.097144	0.653031
1104.144531	0.27816	0.333701	0.37268	1104.144531	0.099531	0.456788	0.062175	0.605226	0.095288	0.650073
1107.53418	0.275648	0.329604	0.370755	1107.53418	0.098355	0.452941	0.061264	0.597944	0.095842	0.645668
1110.924438	0.274868	0.33028	0.373373	1110.924438	0.09761	0.452127	0.061296	0.599264	0.095568	0.651178
1114.31543	0.27485	0.327848	0.371329	1114.31543	0.097313	0.452386	0.060436	0.59526	0.095879	0.646779
1117.707031	0.275924	0.329987	0.369362	1117.707031	0.097142	0.454707	0.060746	0.599229	0.094487	0.644236
1121.099365	0.271419	0.328577	0.368589	1121.099365	0.095439	0.4474	0.060066	0.597088	0.095812	0.641366
1124.49231	0.270761	0.325413	0.366793	1124.49231	0.094781	0.446741	0.059594	0.591233	0.09375	0.639835
1127.885986	0.270694	0.324955	0.369534	1127.885986	0.094372	0.447015	0.059007	0.590903	0.095668	0.643401
1131.280273	0.268067	0.323085	0.366355	1131.280273	0.093273	0.442861	0.058945	0.587226	0.094177	0.638533
1134.675293	0.267767	0.321084	0.367634	1134.675293	0.092699	0.442835	0.057767	0.5844	0.095403	0.639865
1138.070923	0.269677	0.321026	0.367301	1138.070923	0.093076	0.446279	0.058071	0.583982	0.094704	0.639898
1141.467285	0.266914	0.321081	0.371348	1141.467285	0.091798	0.442031	0.057541	0.584621	0.096848	0.645847
1144.864258	0.266088	0.322621	0.365123	1144.864258	0.091263	0.440913	0.058072	0.587169	0.094065	0.63618
1148.261963	0.265144	0.32233	0.367526	1148.261963	0.090742	0.439546	0.057304	0.587355	0.095702	0.63935
1151.660278	0.262425	0.3191	0.36396	1151.660278	0.089409	0.435441	0.056861	0.581339	0.093885	0.634036
1155.059326	0.263069	0.319995	0.365793	1155.059326	0.089293	0.436845	0.056443	0.583548	0.095041	0.636545
1158.458984	0.26181	0.319866	0.362572	1158.458984	0.088325	0.435295	0.056658	0.583073	0.094249	0.630895
1161.859253	0.261434	0.319674	0.365534	1161.859253	0.087946	0.434922	0.05588	0.583468	0.095506	0.635563
1165.260376	0.260322	0.316475	0.364659	1165.260376	0.087022	0.433622	0.055616	0.577335	0.095077	0.634241
1168.661987	0.258508	0.315366	0.362499	1168.661987	0.086192	0.430824	0.054919	0.575814	0.094743	0.630255
1172.064453	0.258167	0.318957	0.360703	1172.064453	0.085925	0.430409	0.05584	0.582074	0.094376	0.62703
1175.467529	0.25755	0.317311	0.368746	1175.467529	0.085213	0.429887	0.054994	0.579627	0.096535	0.640957
1178.871216	0.25449	0.312059	0.360715	1178.871216	0.083858	0.425122	0.054295	0.569823	0.094763	0.626667
1182.275635	0.256126	0.313896	0.364839	1182.275635	0.084115	0.428138	0.05389	0.573903	0.095959	0.633719
1185.680664	0.25712	0.310879	0.35921	1185.680664	0.084042	0.430198	0.053692	0.568067	0.093887	0.624533
1189.086304	0.254955	0.309323	0.362591	1189.086304	0.083053	0.426856	0.052878	0.565768	0.096235	0.628947
1192.492798	0.25327	0.308256	0.360681	1192.492798	0.082241	0.424299	0.052937	0.563575	0.095107	0.626255
1195.89978	0.252374	0.308107	0.362551	1195.89978	0.08148	0.423268	0.052359	0.563856	0.096026	0.629076
1199.307617	0.251962	0.309773	0.359111	1199.307617	0.081283	0.422641	0.052971	0.566576	0.094774	0.623447
1202.716064	0.251755	0.310229	0.362614	1202.716064	0.080718	0.422792	0.052395	0.568063	0.096629	0.628598
1206.125122	0.251251	0.307671	0.359425	1206.125122	0.080042	0.422459	0.052295	0.563047	0.095496	0.623355
1209.534912	0.250072	0.307069	0.361588	1209.534912	0.079662	0.420483	0.051573	0.562565	0.096457	0.626719
1212.945313	0.250359	0.304424	0.358982	1212.945313	0.079407	0.421311	0.051406	0.557442	0.095559	0.622405
1216.356445	0.24769	0.304453	0.35802	1216.356445	0.078052	0.417328	0.050583	0.558323	0.095452	0.620588
1219.768188	0.249035	0.302363	0.35706	1219.768188	0.078371	0.419699	0.050735	0.553992	0.095589	0.618531
1223.180664	0.251067	0.304642	0.361679	1223.180664	0.079026	0.423109	0.050681	0.558602	0.096825	0.626533
1226.59375	0.251407	0.304063	0.360226	1226.59375	0.078225	0.424589	0.0504	0.557726	0.096324	0.624129
1230.007568	0.249755	0.304841	0.364562	1230.007568	0.077462	0.422049	0.050192	0.559489	0.097958	0.631166
1233.421997	0.2463	0.298108	0.360468	1233.421997	0.076256	0.416345	0.049177	0.547039	0.09684	0.624095
1236.837158	0.245882	0.298845	0.361445	1236.837158	0.075679	0.416086	0.048693	0.548996	0.097391	0.625498
1240.25293	0.246907	0.297061	0.357622	1240.25293	0.075438	0.418377	0.048744	0.545378	0.096859	0.618384
1243.669434	0.245433	0.298156	0.359792	1243.669434	0.075284	0.415582	0.048268	0.548044	0.096948	0.622636
1247.086548	0.241119	0.298326	0.355215	1247.086548	0.073701	0.408538	0.048696	0.547956	0.096111	0.614319
1250.504395	0.243356	0.299362	0.360415	1250.504395	0.073939	0.412772	0.048413	0.550311	0.097606	0.623224
1253.922852	0.242888	0.299749	0.360873	1253.922852	0.073576	0.4122	0.048743	0.550754	0.098077	0.62367
1257.342041	0.240162	0.297064	0.358463	1257.342041	0.072413	0.407911	0.047611	0.546518	0.096646	0.620281
1260.761841	0.240397	0.297875	0.355649	1260.761841	0.072299	0.408495	0.047966	0.547785	0.096789	0.614508
1264.182373	0.24245	0.298395	0.357793	1264.182373	0.072634	0.412265	0.047408	0.549383	0.097247	0.618339
1267.603516	0.236457	0.292836	0.351915	1267.603516	0.070604	0.40231	0.046812	0.538859	0.095847	0.607983
1271.025391	0.239437	0.293879	0.36142	1271.025391	0.070979	0.407896	0.046441	0.541316	0.09856	0.62428
1274.447998	0.24055	0.296211	0.359244	1274.447998	0.07091	0.41019	0.046888	0.545533	0.097985	0.620503
1277.871094	0.23821	0.296311	0.361421	1277.871094	0.070344	0.406077	0.046597	0.546025	0.098739	0.624102
1281.294922	0.233563	0.295227	0.358537	1281.294922	0.068811	0.398315	0.046565	0.54389	0.09837	0.618704
1284.719482	0.236766	0.296929	0.35749	1284.719482	0.069265	0.404266	0.046156	0.547702	0.098214	0.616765
1288.144775	0.237079	0.293465	0.355276	1288.144775	0.069056	0.405102	0.046029	0.540901	0.097638	0.612915
1291.570557	0.236094	0.29488	0.359049	1291.570557	0.068752	0.403437	0.045532	0.544228	0.098337	0.61976
1294.997192	0.231985	0.290019	0.351891	1294.997192	0.067342	0.396629	0.045037	0.535001	0.096502	0.60728
1298.424316	0.231177	0.289634	0.356407	1298.424316	0.066814	0.39554	0.044539	0.53473	0.098364	0.61445
1301.852295	0.231753	0.288645	0.350463	1301.852295	0.066514	0.396993	0.044436	0.532853	0.096207	0.604718
1305.280762	0.232744	0.291441	0.358407	1305.280762	0.0669	0.398589	0.044525	0.538357	0.09898	0.617834
1308.710083	0.231505	0.288696	0.354461	1308.710083	0.065983	0.397027	0.044165	0.533228	0.098248	0.610674
1312.139893	0.233395	0.289276	0.35763	1312.139893	0.066138	0.400651	0.043763	0.534789	0.099056	0.616205
1315.570557	0.227984	0.28728	0.350261	1315.570557	0.064513	0.391455	0.043577	0.530983	0.096997	0.603525
1319.001709	0.229664	0.291829	0.357798	1319.001709	0.065199	0.394129	0.043997	0.53966	0.098701	0.616895
1322.433716	0.227846	0.285651	0.353331	1322.433716	0.064147	0.391544	0.042836	0.528466	0.098315	0.608347
1325.866333	0.227113	0.286733	0.358236	1325.866333	0.063984	0.390242	0.042772	0.530694	0.099412	0.61706
1329.299561	0.228384	0.283725	0.358044	1329.299561	0.063997	0.392771	0.0424	0.52505	0.099641	0.616448
1332.733521	0.228214	0.284167	0.358978	1332.733521	0.063479	0.392949	0.042039	0.526295	0.100223	0.617733
1336.168091	0.228225	0.2848	0.358147	1336.168091	0.063453	0.392996	0.042255	0.527345	0.099941	0.616354
1339.603271	0.228702	0.286808	0.359269	1339.603271	0.063336	0.394068	0.04211	0.531507	0.101163	0.617376
1343.039307	0.226168	0.283436	0.358542	1343.039307	0.062222	0.390115	0.041475	0.525398	0.099997	0.617086
1346.47583	0.226823	0.284222	0.362458	1346.47583	0.062431	0.391215	0.041418	0.527026	0.101815	0.623101
1349.913208	0.223153	0.284336	0.358396	1349.913208	0.061397	0.38491	0.041275	0.527397	0.100381	0.616411
1353.351196	0.224011	0.281448	0.355641	1353.351196	0.061292	0.38673	0.04086	0.522037	0.102801	0.608482
1356.789795	0.224076	0.279944	0.353643	1356.789795	0.061303	0.386849	0.040276	0.519613	0.100489	0.606797
1360.229126	0.223207	0.286957	0.357892	1360.229126	0.060872	0.385541	0.041043	0.532872	0.103297	0.612487
1363.669189	0.223627	0.283984	0.357599	1363.669189	0.060498	0.386756	0.040512	0.527456	0.101509	0.613689
1367.109741	0.222061	0.282056	0.355947	1367.109741	0.059874	0.384247	0.040131	0.523981	0.102819	0.609076
1370.551025	0.218189	0.278586	0.353851	1370.551025	0.05861	0.377767	0.039361	0.517811	0.102141	0.605562
1373.993042	0.219929	0.279474	0.353047	1373.993042	0.059179	0.380679	0.039337	0.519611	0.10137	0.604725
1377.435791	0.218339	0.278932	0.345842	1377.435791	0.058395	0.378282	0.039133	0.518731	0.099426	0.592257
1380.87915	0.218846	0.27839	0.351773	1380.87915	0.058468	0.379224	0.038885	0.517895	0.101887	0.601658
1384.322998	0.214515	0.277077	0.34739	1384.322998	0.056938	0.372091	0.038476	0.515679	0.100719	0.594062
1387.767822	0.218626	0.278524	0.354337	1387.767822	0.058075	0.379176	0.038499	0.518549	0.101912	0.606761
1391.213135	0.219473	0.278415	0.350901	1391.213135	0.058077	0.380869	0.038487	0.518343	0.102286	0.599516
1394.65918	0.217323	0.279627	0.351896	1394.65918	0.057486	0.377159	0.038428	0.520826	0.102867	0.600926
1398.105835	0.218535	0.278445	0.350437	1398.105835	0.057603	0.379467	0.03831	0.518579	0.101841	0.599033
1401.553223	0.219021	0.278117	0.35388	1401.553223	0.057603	0.38044	0.038171	0.518063	0.104011	0.60375
1405.001221	0.21496	0.280309	0.355988	1405.001221	0.056245	0.373675	0.038024	0.522594	0.104176	0.6078
1408.449951	0.220809	0.28182	0.363444	1408.449951	0.057351	0.384267	0.037936	0.525705	0.105775	0.621114
1411.899292	0.216284	0.275812	0.3564	1411.899292	0.056439	0.376129	0.03721	0.514415	0.105052	0.607747
1415.349365	0.214679	0.275183	0.354204	1415.349365	0.055831	0.373528	0.037144	0.513223	0.103395	0.605013
1418.800049	0.215387	0.277759	0.360532	1418.800049	0.05556	0.375214	0.037118	0.5184	0.10503	0.616034
1422.251465	0.213044	0.272168	0.355492	1422.251465	0.054703	0.371384	0.03611	0.508227	0.103881	0.607103
1425.703491	0.212068	0.270952	0.354626	1425.703491	0.054141	0.369995	0.035758	0.506145	0.10454	0.604713
1429.15625	0.210103	0.270785	0.351264	1429.15625	0.053766	0.36644	0.035501	0.506068	0.103278	0.59925
1432.609619	0.208447	0.274181	0.353507	1432.609619	0.053242	0.363651	0.035623	0.512738	0.104655	0.602359
1436.063721	0.210703	0.27441	0.359158	1436.063721	0.053695	0.36771	0.036056	0.512764	0.106174	0.612142
1439.518555	0.212755	0.279915	0.362785	1439.518555	0.054024	0.371486	0.036217	0.523614	0.106619	0.618951
1442.973877	0.210257	0.276832	0.359883	1442.973877	0.053029	0.367485	0.035872	0.517792	0.107071	0.612696
1446.430054	0.208597	0.27428	0.356842	1446.430054	0.052624	0.364571	0.035499	0.513062	0.105862	0.607822
1449.886841	0.211302	0.273792	0.359859	1449.886841	0.053177	0.369428	0.035209	0.512374	0.106576	0.613141
1453.344238	0.20699	0.269967	0.355492	1453.344238	0.051935	0.362045	0.034523	0.505412	0.106379	0.604605
1456.802368	0.204479	0.270676	0.352537	1456.802368	0.051088	0.357869	0.034264	0.507088	0.104832	0.600242
1460.261108	0.204703	0.26834	0.354957	1460.261108	0.050998	0.358408	0.034099	0.502582	0.105699	0.604215
1463.720581	0.206899	0.268673	0.355337	1463.720581	0.051635	0.362164	0.033953	0.503393	0.104923	0.605751
1467.180786	0.210828	0.272251	0.356974	1467.180786	0.052758	0.368897	0.034038	0.510465	0.107008	0.606939
1470.641479	0.20768	0.268196	0.355211	1470.641479	0.05174	0.36362	0.033688	0.502704	0.106188	0.604234
1474.103027	0.20775	0.266635	0.354224	1474.103027	0.051799	0.363701	0.033069	0.500201	0.106529	0.601919
1477.565186	0.206977	0.267498	0.353646	1477.565186	0.050953	0.363001	0.033381	0.501614	0.106827	0.600464
1481.027954	0.205937	0.270345	0.354007	1481.027954	0.050735	0.361139	0.033469	0.507221	0.106991	0.601022
1484.491455	0.210073	0.271325	0.357139	1484.491455	0.05199	0.368156	0.033309	0.50934	0.106758	0.607521
1487.955566	0.206428	0.263914	0.354383	1487.955566	0.050788	0.362068	0.032323	0.495506	0.107174	0.601593
1491.42041	0.204402	0.266629	0.359352	1491.42041	0.050143	0.358661	0.032462	0.500797	0.108089	0.610615
1494.885986	0.202932	0.268868	0.355942	1494.885986	0.049399	0.356464	0.032674	0.505061	0.108548	0.603335
1498.352051	0.200374	0.270941	0.356454	1498.352051	0.048625	0.352123	0.032834	0.509048	0.107061	0.605846
1501.81897	0.203671	0.270228	0.352519	1501.81897	0.049218	0.358124	0.032662	0.507794	0.107033	0.598006
1505.286377	0.200635	0.263321	0.354693	1505.286377	0.048334	0.352935	0.031762	0.494881	0.108076	0.601311
1508.754639	0.20187	0.265892	0.353342	1508.754639	0.048535	0.355204	0.031617	0.500167	0.107259	0.599425
1512.223389	0.200916	0.266838	0.352879	1512.223389	0.048179	0.353654	0.031756	0.501919	0.107356	0.598402
1515.692993	0.199081	0.265377	0.350242	1515.692993	0.047415	0.350747	0.031651	0.499104	0.107269	0.593216
1519.163208	0.197065	0.265671	0.350243	1519.163208	0.047208	0.346922	0.031792	0.499551	0.106671	0.593815
1522.634033	0.199012	0.267612	0.349329	1522.634033	0.047403	0.350621	0.031478	0.503747	0.106806	0.591852
1526.105591	0.19574	0.26012	0.348396	1526.105591	0.046712	0.344767	0.030701	0.489539	0.106728	0.590063
1529.577881	0.191292	0.261803	0.347888	1529.577881	0.045532	0.337052	0.030683	0.492924	0.106774	0.589002
1533.050659	0.194449	0.265395	0.35085	1533.050659	0.046002	0.342896	0.030649	0.500142	0.107455	0.594245
1536.52417	0.195611	0.263768	0.346592	1536.52417	0.045858	0.345365	0.030668	0.496867	0.107016	0.586167
1539.998413	0.191987	0.261904	0.345173	1539.998413	0.045366	0.338608	0.030263	0.493544	0.106366	0.583979
1543.473389	0.192557	0.263856	0.346482	1543.473389	0.045015	0.340098	0.030434	0.497278	0.107337	0.585628
1546.948975	0.192166	0.26211	0.349743	1546.948975	0.04492	0.339411	0.030088	0.494132	0.106565	0.592922
1550.425171	0.195979	0.262754	0.348942	1550.425171	0.04586	0.346098	0.030009	0.4955	0.106398	0.591485
1553.9021	0.197035	0.261029	0.358044	1553.9021	0.045998	0.348072	0.029966	0.492092	0.11162	0.604468
1557.379639	0.195647	0.264592	0.35856	1557.379639	0.045756	0.345538	0.030184	0.498999	0.111243	0.605877
1560.85791	0.192019	0.26319	0.357566	1560.85791	0.045205	0.338833	0.02975	0.496629	0.11007	0.605062
1564.336792	0.190105	0.260527	0.350589	1564.336792	0.044355	0.335854	0.029517	0.491536	0.109128	0.59205
1567.816528	0.191916	0.257901	0.350657	1567.816528	0.044827	0.339006	0.029159	0.486642	0.108255	0.593058
1571.296753	0.188361	0.258617	0.35271	1571.296753	0.044004	0.332718	0.028823	0.488412	0.10935	0.596069
1574.777588	0.187332	0.260183	0.354637	1574.777588	0.043495	0.331169	0.029263	0.491102	0.110732	0.598543
1578.259277	0.188553	0.26087	0.35714	1578.259277	0.043451	0.333654	0.028713	0.493028	0.110967	0.603313
1581.741577	0.1855	0.260336	0.351064	1581.741577	0.042713	0.328287	0.028851	0.491821	0.108711	0.593418
1585.224487	0.184849	0.259472	0.345518	1585.224487	0.042305	0.327394	0.028955	0.489989	0.10815	0.582885
1588.708252	0.185278	0.260941	0.34515	1588.708252	0.042361	0.328196	0.028761	0.49312	0.107592	0.582708
1592.192505	0.185142	0.256683	0.344802	1592.192505	0.042096	0.328188	0.028079	0.485288	0.107365	0.582239
1595.67749	0.186165	0.257206	0.349006	1595.67749	0.0421	0.33023	0.028224	0.486187	0.110196	0.587816
1599.163086	0.185111	0.258324	0.353739	1599.163086	0.042278	0.327945	0.028305	0.488343	0.110312	0.597167
1602.649414	0.181402	0.255977	0.34832	1602.649414	0.041428	0.321375	0.027986	0.483968	0.109408	0.587233
1606.136475	0.182343	0.257706	0.348469	1606.136475	0.041995	0.322691	0.028039	0.487373	0.109842	0.587097
1609.624023	0.184094	0.253981	0.346137	1609.624023	0.041396	0.326791	0.027524	0.480438	0.10955	0.582724
1613.112427	0.182295	0.255806	0.350056	1613.112427	0.041321	0.323269	0.027384	0.484228	0.10989	0.590222
1616.601318	0.18073	0.254207	0.351313	1616.601318	0.040935	0.320526	0.027268	0.481146	0.110208	0.592417
1620.091064	0.182036	0.256566	0.348831	1620.091064	0.041089	0.322983	0.027901	0.48523	0.11048	0.587183
1623.581299	0.183906	0.25786	0.346885	1623.581299	0.041339	0.326473	0.027748	0.487972	0.110163	0.583607
1627.072388	0.184855	0.258024	0.342612	1627.072388	0.041707	0.328002	0.02733	0.488718	0.108523	0.5767
1630.564087	0.182679	0.256234	0.345054	1630.564087	0.040968	0.324391	0.027247	0.485222	0.10899	0.581118
1634.056396	0.180161	0.252884	0.338972	1634.056396	0.040183	0.320139	0.02715	0.478618	0.107518	0.570427
1637.549561	0.178871	0.252319	0.34112	1637.549561	0.039536	0.318207	0.027056	0.477581	0.10937	0.572869
1641.043213	0.180573	0.250483	0.339166	1641.043213	0.039833	0.321313	0.026404	0.474562	0.108017	0.570315
1644.537476	0.180516	0.253848	0.343674	1644.537476	0.04011	0.320922	0.026603	0.481093	0.109116	0.578233
1648.032593	0.180932	0.252737	0.340647	1648.032593	0.039858	0.322005	0.026552	0.478922	0.107437	0.573858
1651.52832	0.180331	0.250482	0.337656	1651.52832	0.039954	0.320709	0.025869	0.475095	0.107918	0.567394
1655.024658	0.178507	0.251556	0.339876	1655.024658	0.039178	0.317836	0.026103	0.47701	0.108579	0.571174
1658.521729	0.17741	0.25091	0.339248	1658.521729	0.038609	0.316212	0.026069	0.475751	0.107475	0.571021
1662.019531	0.179691	0.25247	0.339672	1662.019531	0.039126	0.320257	0.025964	0.478977	0.10853	0.570813
1665.517944	0.175689	0.251279	0.337227	1665.517944	0.038302	0.313077	0.025994	0.476563	0.108572	0.565882
1669.016968	0.179083	0.254167	0.343521	1669.016968	0.038643	0.319524	0.026479	0.481854	0.11131	0.575732
1672.516846	0.178783	0.255893	0.344414	1672.516846	0.038539	0.319028	0.026147	0.485639	0.111171	0.577656
1676.017212	0.179765	0.255009	0.347212	1676.017212	0.039098	0.320433	0.026387	0.48363	0.111517	0.582907
1679.518188	0.178673	0.250619	0.341742	1679.518188	0.038993	0.318353	0.025566	0.475673	0.109194	0.574291
1683.019897	0.17652	0.25096	0.33956	1683.019897	0.037895	0.315145	0.02568	0.47624	0.110209	0.568911
1686.522461	0.176846	0.250895	0.338747	1686.522461	0.038537	0.315155	0.02582	0.47597	0.108128	0.569367
