Average polarization				Separate polarizations
Wavelength (nm)	55.00 deg incidence reflectance	65.00 deg incidence reflectance	75.00 deg incidence reflectance	Wavelength (nm)	"p-Intensity, 55.00 deg incidence reflectance"	"s-Intensity, 55.00 deg incidence reflectance"	"p-Intensity, 65.00 deg incidence reflectance"	"s-Intensity, 65.00 deg incidence reflectance"	"p-Intensity, 75 deg incidence reflectance"	"s-Intensity, 75 deg incidence reflectance"
553.370117	0.586569	0.600778	0.513286	553.370117	0.41604	0.757097	0.325546	0.876009	0.147608	0.878963
554.960693	0.584185	0.599492	0.51236	554.960693	0.414076	0.754293	0.324102	0.874882	0.147022	0.877698
556.55127	0.583362	0.598828	0.512187	556.55127	0.412913	0.753811	0.323253	0.874404	0.146856	0.877517
558.141785	0.582562	0.597821	0.511706	558.141785	0.411761	0.753362	0.32201	0.873631	0.146751	0.876661
559.7323	0.580984	0.596884	0.510308	559.7323	0.410245	0.751723	0.320534	0.873235	0.146104	0.874511
561.322815	0.580023	0.596953	0.51013	561.322815	0.409026	0.751021	0.319965	0.873941	0.146229	0.874031
562.913269	0.579185	0.596251	0.509188	562.913269	0.407657	0.750713	0.319004	0.873498	0.145464	0.872911
564.503723	0.579708	0.594734	0.508374	564.503723	0.407771	0.751645	0.317522	0.871946	0.145323	0.871425
566.094116	0.579083	0.593809	0.50757	566.094116	0.406231	0.751935	0.315893	0.871725	0.144973	0.870167
567.68457	0.579457	0.593604	0.507306	567.68457	0.406471	0.752444	0.315588	0.871621	0.144772	0.86984
569.274963	0.578676	0.59287	0.507771	569.274963	0.405262	0.75209	0.314206	0.871534	0.144616	0.870925
570.865295	0.578949	0.592007	0.506964	570.865295	0.404875	0.753023	0.313306	0.870708	0.144668	0.86926
572.455688	0.578853	0.592924	0.506826	572.455688	0.403923	0.753782	0.312878	0.872971	0.144298	0.869355
574.045959	0.577672	0.592325	0.505965	574.045959	0.402609	0.752736	0.31197	0.87268	0.143996	0.867934
575.636292	0.575363	0.588155	0.503113	575.636292	0.400511	0.750215	0.308773	0.867536	0.142943	0.863283
577.226501	0.574744	0.587472	0.50208	577.226501	0.399427	0.75006	0.307958	0.866987	0.142681	0.861479
578.816772	0.575187	0.586997	0.503874	578.816772	0.399147	0.751227	0.306954	0.867039	0.142946	0.864801
580.406982	0.57554	0.585833	0.503899	580.406982	0.398609	0.75247	0.305311	0.866355	0.142909	0.864888
581.997192	0.575323	0.585203	0.502655	581.997192	0.397543	0.753103	0.304083	0.866323	0.142361	0.86295
583.587341	0.573457	0.585726	0.502006	583.587341	0.395964	0.750949	0.303517	0.867935	0.142119	0.861892
585.177551	0.571546	0.584459	0.500776	585.177551	0.394156	0.748935	0.302204	0.866714	0.141966	0.859586
586.767639	0.571097	0.583236	0.500665	586.767639	0.392878	0.749316	0.300948	0.865523	0.141244	0.860085
588.357788	0.569332	0.582122	0.499306	588.357788	0.391244	0.747419	0.299195	0.865049	0.140916	0.857695
589.947815	0.566585	0.58131	0.497837	589.947815	0.388616	0.744554	0.29822	0.8644	0.140426	0.855248
591.537842	0.565118	0.579676	0.49749	591.537842	0.387362	0.742874	0.29652	0.862832	0.139873	0.855108
593.127869	0.565975	0.580083	0.49737	593.127869	0.386973	0.744977	0.295988	0.864179	0.13993	0.854809
594.717896	0.566378	0.578696	0.497911	594.717896	0.386564	0.746192	0.294462	0.86293	0.139944	0.855878
596.307861	0.564424	0.576744	0.496698	596.307861	0.384465	0.744383	0.292509	0.86098	0.139493	0.853903
597.897766	0.563064	0.575506	0.496527	597.897766	0.38292	0.743209	0.291191	0.859821	0.1391	0.853955
599.487671	0.56371	0.576521	0.497101	599.487671	0.382749	0.744672	0.290841	0.862201	0.139505	0.854697
601.077576	0.562219	0.576229	0.496314	601.077576	0.380607	0.743832	0.289802	0.862656	0.138958	0.853669
602.667419	0.560542	0.574929	0.494625	602.667419	0.379347	0.741737	0.288299	0.861559	0.13832	0.850931
604.257202	0.558368	0.57357	0.49483	604.257202	0.377002	0.739734	0.286606	0.860533	0.138099	0.851562
605.847046	0.557122	0.572862	0.494648	605.847046	0.375342	0.738903	0.285302	0.860421	0.137678	0.851618
607.436829	0.555091	0.571567	0.492693	607.436829	0.372971	0.737211	0.28407	0.859065	0.13687	0.848517
609.02655	0.553425	0.568197	0.491141	609.02655	0.371353	0.735496	0.28107	0.855325	0.136611	0.845672
610.616272	0.552535	0.566629	0.490732	610.616272	0.370394	0.734675	0.279529	0.853729	0.136122	0.845341
612.205933	0.551307	0.565146	0.489846	612.205933	0.368343	0.734271	0.27814	0.852152	0.136062	0.84363
613.795532	0.549532	0.565346	0.488909	613.795532	0.366787	0.732278	0.277323	0.85337	0.135266	0.842551
615.385193	0.547849	0.566208	0.488327	615.385193	0.364961	0.730738	0.277032	0.855384	0.135028	0.841627
616.974731	0.548063	0.565101	0.488523	616.974731	0.364236	0.731889	0.27556	0.854642	0.134855	0.84219
618.564331	0.548392	0.563533	0.487827	618.564331	0.36312	0.733664	0.273418	0.853647	0.134284	0.841371
620.15387	0.546687	0.563119	0.487968	620.15387	0.361549	0.731824	0.272342	0.853897	0.134248	0.841689
621.743347	0.545457	0.562021	0.488211	621.743347	0.360016	0.730898	0.27106	0.852982	0.134235	0.842187
623.332825	0.545242	0.561002	0.488527	623.332825	0.359475	0.731008	0.269762	0.852241	0.133814	0.843239
624.922241	0.543753	0.560852	0.48631	624.922241	0.357699	0.729807	0.268532	0.853171	0.133254	0.839366
626.511597	0.541989	0.559246	0.485353	626.511597	0.355708	0.728269	0.266774	0.851717	0.132499	0.838206
628.100952	0.541346	0.558305	0.485828	628.100952	0.354371	0.728322	0.265637	0.850974	0.132578	0.839079
629.690308	0.539412	0.556579	0.48634	629.690308	0.352556	0.726268	0.26392	0.849238	0.132386	0.840295
631.279602	0.537287	0.555065	0.485341	631.279602	0.350138	0.724436	0.262244	0.847886	0.131959	0.838723
632.868835	0.536144	0.553495	0.484062	632.868835	0.34876	0.723527	0.260713	0.846278	0.131392	0.836731
634.458069	0.535014	0.552063	0.483458	634.458069	0.346899	0.723129	0.258666	0.845459	0.131226	0.835691
636.047241	0.534895	0.550894	0.48231	636.047241	0.346452	0.723339	0.257525	0.844263	0.130686	0.833934
637.636353	0.534833	0.550149	0.482093	637.636353	0.345604	0.724062	0.256313	0.843985	0.130324	0.833861
639.225464	0.531413	0.548241	0.480638	639.225464	0.342526	0.720299	0.25438	0.842102	0.129662	0.831615
640.814575	0.531147	0.548308	0.479426	640.814575	0.341438	0.720857	0.252999	0.843617	0.128956	0.829896
642.403625	0.528527	0.547775	0.479487	642.403625	0.338919	0.718135	0.251721	0.843828	0.128664	0.83031
643.992615	0.526787	0.545881	0.479156	643.992615	0.337135	0.716439	0.249725	0.842036	0.128373	0.82994
645.581604	0.525957	0.544825	0.480232	645.581604	0.335665	0.716249	0.248835	0.840816	0.128401	0.832063
647.170532	0.524642	0.543759	0.477856	647.170532	0.334347	0.714937	0.24718	0.840338	0.127659	0.828054
648.759399	0.522238	0.541897	0.475819	648.759399	0.332092	0.712385	0.245448	0.838347	0.126771	0.824867
650.348267	0.522195	0.539453	0.475802	650.348267	0.330837	0.713553	0.243238	0.835668	0.126564	0.82504
651.937134	0.522231	0.538176	0.475282	651.937134	0.330121	0.71434	0.242221	0.83413	0.126187	0.824378
653.525879	0.52179	0.538325	0.475514	653.525879	0.329057	0.714523	0.240837	0.835812	0.126169	0.824859
655.114624	0.523065	0.535913	0.474747	655.114624	0.329018	0.717112	0.238982	0.832845	0.125742	0.823751
656.703308	0.52109	0.535277	0.474144	656.703308	0.327301	0.714879	0.238274	0.832281	0.125271	0.823017
658.291992	0.518557	0.533009	0.471845	658.291992	0.324956	0.712159	0.236263	0.829755	0.12418	0.81951
659.880615	0.5142	0.530987	0.471968	659.880615	0.321557	0.706844	0.233922	0.828051	0.124249	0.819687
661.469177	0.511317	0.531294	0.472071	661.469177	0.319209	0.703424	0.233467	0.829121	0.123912	0.820231
663.057739	0.51221	0.531951	0.472921	663.057739	0.318706	0.705715	0.232436	0.831466	0.123836	0.822006
664.64624	0.510246	0.529086	0.471689	664.64624	0.31645	0.704042	0.230405	0.827768	0.123074	0.820304
666.234741	0.509281	0.528482	0.472247	666.234741	0.314912	0.703651	0.229015	0.82795	0.123104	0.821389
667.82312	0.509312	0.529111	0.472074	667.82312	0.314715	0.703908	0.228895	0.829326	0.122697	0.821451
669.411499	0.50655	0.527484	0.470425	669.411499	0.312226	0.700874	0.227156	0.827812	0.122132	0.818718
670.999878	0.504244	0.527049	0.471048	670.999878	0.309882	0.698606	0.225919	0.828179	0.121979	0.820116
672.588135	0.502195	0.523974	0.470519	672.588135	0.307733	0.696658	0.223631	0.824318	0.121661	0.819376
674.176392	0.501953	0.521156	0.469228	674.176392	0.306761	0.697145	0.221312	0.821001	0.120981	0.817475
675.764587	0.501918	0.519989	0.470066	675.764587	0.306126	0.697711	0.219642	0.820337	0.120868	0.819264
677.352783	0.502805	0.519707	0.469484	677.352783	0.305986	0.699624	0.219033	0.820382	0.120601	0.818368
678.940918	0.502282	0.519359	0.466336	678.940918	0.304843	0.69972	0.218437	0.820281	0.119669	0.813003
680.528992	0.499222	0.516379	0.464257	680.528992	0.302006	0.696438	0.215825	0.816932	0.118607	0.809908
682.117065	0.497572	0.516573	0.464622	682.117065	0.30043	0.694714	0.215117	0.818029	0.118635	0.810608
683.705017	0.497085	0.516772	0.465643	683.705017	0.29919	0.69498	0.214422	0.819122	0.118467	0.81282
685.292969	0.495064	0.515073	0.46476	685.292969	0.297499	0.69263	0.212929	0.817217	0.118135	0.811386
686.88092	0.493302	0.513463	0.465639	686.88092	0.295678	0.690927	0.211254	0.815673	0.117907	0.813371
688.46875	0.489719	0.51165	0.464905	688.46875	0.293096	0.686342	0.21014	0.813161	0.117715	0.812094
690.056519	0.488257	0.511301	0.464583	690.056519	0.290886	0.685628	0.20887	0.813732	0.117613	0.811553
691.644348	0.487582	0.509824	0.463376	691.644348	0.290251	0.684914	0.20735	0.812297	0.117082	0.80967
693.232056	0.48465	0.506394	0.46155	693.232056	0.287466	0.681834	0.205176	0.807612	0.116237	0.806864
694.819702	0.484624	0.505466	0.461139	694.819702	0.286598	0.682651	0.203984	0.806947	0.116003	0.806274
696.407349	0.485314	0.504912	0.463021	696.407349	0.286475	0.684154	0.202878	0.806947	0.116267	0.809776
697.994934	0.486397	0.505136	0.465281	697.994934	0.286351	0.686443	0.201945	0.808327	0.116664	0.813899
699.582458	0.484925	0.505147	0.465935	699.582458	0.285114	0.684736	0.201344	0.808951	0.116383	0.815487
701.169983	0.482287	0.502564	0.462267	701.169983	0.282755	0.681819	0.199268	0.805859	0.11505	0.809483
702.757446	0.480297	0.502157	0.461496	702.757446	0.280484	0.680111	0.198591	0.805722	0.11488	0.808112
704.344849	0.479791	0.500942	0.460634	704.344849	0.279512	0.68007	0.196982	0.804901	0.114507	0.806761
705.932129	0.47861	0.499952	0.458201	705.932129	0.278332	0.678887	0.196116	0.803787	0.113636	0.802767
707.519409	0.477064	0.49726	0.458858	707.519409	0.276672	0.677456	0.193975	0.800545	0.113606	0.804111
709.106689	0.473025	0.493908	0.457342	709.106689	0.273382	0.672668	0.19188	0.795935	0.112825	0.80186
710.693909	0.471863	0.493733	0.456322	710.693909	0.272274	0.671453	0.190839	0.796627	0.112724	0.799919
712.281067	0.471225	0.494104	0.455919	712.281067	0.271371	0.671079	0.190463	0.797745	0.111968	0.799871
713.868103	0.471706	0.493523	0.456343	713.868103	0.271291	0.672121	0.189615	0.79743	0.111942	0.800744
715.4552	0.469194	0.490385	0.455539	715.4552	0.268633	0.669756	0.187267	0.793504	0.111785	0.799292
717.042175	0.468314	0.488491	0.456308	717.042175	0.267601	0.669027	0.185936	0.791045	0.111729	0.800887
718.629089	0.467585	0.487656	0.455659	718.629089	0.266175	0.668995	0.184853	0.790458	0.11132	0.799997
720.216003	0.466507	0.487259	0.453544	720.216003	0.265265	0.66775	0.184029	0.790489	0.110482	0.796607
721.802856	0.464505	0.484982	0.451649	721.802856	0.263267	0.665742	0.182189	0.787775	0.110147	0.793151
723.389648	0.463485	0.484644	0.451011	723.389648	0.262092	0.664877	0.181573	0.787715	0.109648	0.792375
724.976379	0.462546	0.485073	0.450725	724.976379	0.260657	0.664434	0.181332	0.788813	0.109521	0.791929
726.56311	0.4628	0.48333	0.451303	726.56311	0.26039	0.66521	0.17991	0.786749	0.109528	0.793079
728.149719	0.463459	0.482957	0.452024	728.149719	0.260477	0.66644	0.179192	0.786721	0.109365	0.794682
729.736267	0.46192	0.482157	0.452298	729.736267	0.259172	0.664669	0.177641	0.786673	0.109447	0.79515
731.322815	0.458581	0.479997	0.451363	731.322815	0.256553	0.66061	0.176392	0.783603	0.108928	0.793797
732.909302	0.456324	0.479621	0.451782	732.909302	0.254322	0.658326	0.175759	0.783483	0.109014	0.794549
734.495728	0.456202	0.479404	0.451975	734.495728	0.253625	0.658779	0.17482	0.783989	0.109091	0.794858
736.082092	0.454097	0.477586	0.450145	736.082092	0.252398	0.655796	0.173778	0.781394	0.108405	0.791885
737.668335	0.453077	0.476414	0.449065	737.668335	0.250761	0.655393	0.172416	0.780412	0.108017	0.790113
739.254639	0.451725	0.474891	0.44874	739.254639	0.249643	0.653806	0.171383	0.778399	0.107905	0.789575
740.84082	0.450103	0.473971	0.447525	740.84082	0.247853	0.652353	0.170404	0.777538	0.10724	0.78781
742.426941	0.44895	0.474165	0.448153	742.426941	0.247326	0.650575	0.169563	0.778767	0.107355	0.78895
744.013062	0.447656	0.472406	0.447804	744.013062	0.245532	0.64978	0.168746	0.776065	0.107018	0.78859
745.59906	0.446623	0.470223	0.448577	745.59906	0.244759	0.648487	0.167544	0.772901	0.106897	0.790256
747.185059	0.443994	0.469031	0.447382	747.185059	0.242527	0.645461	0.16625	0.771813	0.106868	0.787896
748.770996	0.442521	0.46978	0.446156	748.770996	0.241292	0.643751	0.16578	0.77378	0.106441	0.78587
750.356812	0.442317	0.472053	0.448476	750.356812	0.240519	0.644116	0.166027	0.77808	0.106761	0.790192
751.942688	0.441947	0.471468	0.448586	751.942688	0.240088	0.643806	0.165247	0.777689	0.106949	0.790222
753.528442	0.444191	0.469893	0.448511	753.528442	0.240715	0.647668	0.164282	0.775504	0.10644	0.790581
755.114136	0.444523	0.467293	0.44773	755.114136	0.240069	0.648977	0.162396	0.77219	0.106213	0.789246
756.699707	0.442547	0.466422	0.445888	756.699707	0.238386	0.646707	0.161809	0.771034	0.105804	0.785972
758.285278	0.44203	0.464125	0.444549	758.285278	0.237609	0.64645	0.160549	0.767701	0.105203	0.783895
759.870789	0.43865	0.462036	0.441831	759.870789	0.235522	0.641777	0.158929	0.765144	0.104393	0.779269
761.456238	0.438621	0.462697	0.444092	761.456238	0.234376	0.642866	0.158522	0.766872	0.10497	0.783214
763.041626	0.437476	0.463044	0.445443	763.041626	0.233711	0.641241	0.158317	0.76777	0.104889	0.785997
764.627014	0.435325	0.463018	0.443217	764.627014	0.232041	0.63861	0.158003	0.768033	0.104567	0.781867
766.21228	0.434856	0.461478	0.442032	766.21228	0.231383	0.638329	0.156641	0.766315	0.103992	0.780073
767.797485	0.433713	0.459325	0.441628	767.797485	0.230143	0.637283	0.155221	0.763428	0.103948	0.779307
769.382629	0.432256	0.457133	0.442795	769.382629	0.229067	0.635444	0.154084	0.760182	0.104164	0.781427
770.967712	0.428852	0.455506	0.441969	770.967712	0.226704	0.630999	0.152834	0.758178	0.103811	0.780126
772.552734	0.429366	0.455821	0.442586	772.552734	0.226039	0.632693	0.152986	0.758656	0.103954	0.781218
774.137695	0.429252	0.457186	0.443066	774.137695	0.225547	0.632957	0.152457	0.761914	0.104073	0.782059
775.722595	0.428142	0.455642	0.442297	775.722595	0.224504	0.631779	0.151413	0.75987	0.103791	0.780804
777.307495	0.425156	0.451854	0.438928	777.307495	0.222734	0.627577	0.149643	0.754066	0.10298	0.774876
778.892212	0.425818	0.450687	0.437557	778.892212	0.222843	0.628792	0.149034	0.75234	0.102823	0.77229
780.476929	0.425699	0.452	0.43797	780.476929	0.222127	0.629271	0.148882	0.755117	0.102595	0.773344
782.061646	0.421038	0.449227	0.436108	782.061646	0.219289	0.622787	0.147606	0.750849	0.102061	0.770155
783.646179	0.418466	0.448139	0.438344	783.646179	0.216939	0.619992	0.146297	0.749982	0.102584	0.774105
785.230713	0.415593	0.445362	0.435564	785.230713	0.215125	0.61606	0.144875	0.745848	0.102164	0.768965
786.815186	0.418407	0.44733	0.439973	786.815186	0.216107	0.620706	0.145076	0.749583	0.102873	0.777074
788.399597	0.418716	0.446987	0.441501	788.399597	0.215978	0.621454	0.144345	0.74963	0.103316	0.779687
789.983948	0.41752	0.445359	0.439761	789.983948	0.214409	0.620631	0.143503	0.747215	0.102603	0.776919
791.568237	0.415471	0.446069	0.43796	791.568237	0.213449	0.617493	0.143437	0.748701	0.102307	0.773612
793.152405	0.415018	0.444056	0.436006	793.152405	0.212945	0.617091	0.142148	0.745964	0.102107	0.769905
794.736511	0.417432	0.44996	0.440424	794.736511	0.213657	0.621208	0.143423	0.756498	0.10294	0.777909
796.320618	0.412813	0.442215	0.434908	796.320618	0.210911	0.614715	0.140757	0.743672	0.101628	0.768189
797.904663	0.414408	0.444802	0.438714	797.904663	0.210607	0.618208	0.140763	0.748841	0.102293	0.775136
799.488586	0.41306	0.444658	0.439306	799.488586	0.209612	0.616508	0.140086	0.74923	0.102494	0.776118
801.072388	0.409395	0.438664	0.431798	801.072388	0.207296	0.611494	0.138094	0.739234	0.10065	0.762945
802.65625	0.411322	0.438768	0.432955	802.65625	0.207807	0.614837	0.137478	0.740059	0.100809	0.765102
804.23999	0.406595	0.433542	0.426295	804.23999	0.205003	0.608187	0.135405	0.731679	0.098884	0.753707
805.823608	0.410916	0.437927	0.432239	805.823608	0.207394	0.614437	0.136401	0.739453	0.100565	0.763913
807.407227	0.412663	0.442302	0.435769	807.407227	0.207542	0.617785	0.137386	0.747218	0.101361	0.770178
808.990784	0.403785	0.435127	0.427146	808.990784	0.202645	0.604924	0.134695	0.735559	0.099325	0.754966
810.574219	0.408056	0.439116	0.432091	810.574219	0.204447	0.611665	0.135491	0.742741	0.10054	0.763643
812.157593	0.407081	0.437872	0.432249	812.157593	0.202742	0.61142	0.134494	0.74125	0.100418	0.76408
813.740967	0.40409	0.433601	0.429461	813.740967	0.201675	0.606505	0.133104	0.734099	0.099924	0.758999
815.324219	0.405312	0.436368	0.434571	815.324219	0.201499	0.609126	0.133284	0.739453	0.100964	0.768178
816.907349	0.403837	0.434956	0.431639	816.907349	0.20026	0.607414	0.132004	0.737908	0.100516	0.762762
818.49054	0.399858	0.430116	0.426542	818.49054	0.198288	0.601427	0.130674	0.729558	0.099211	0.753873
820.073547	0.400773	0.430973	0.430887	820.073547	0.197823	0.603723	0.130589	0.731357	0.100092	0.761682
821.656555	0.399437	0.431995	0.429099	821.656555	0.19702	0.601855	0.130267	0.733724	0.09972	0.758478
823.239441	0.397182	0.427088	0.426379	823.239441	0.195275	0.59909	0.128168	0.726008	0.099001	0.753757
824.822266	0.398362	0.429854	0.429436	824.822266	0.195673	0.601051	0.128553	0.731154	0.099833	0.759038
826.404968	0.399122	0.431487	0.431182	826.404968	0.195738	0.602505	0.128768	0.734205	0.100536	0.761827
827.987671	0.391834	0.423428	0.423052	827.987671	0.192155	0.591513	0.126201	0.720656	0.098357	0.747748
829.570313	0.390827	0.426351	0.42368	829.570313	0.190862	0.590791	0.126557	0.726144	0.098468	0.748893
831.152832	0.392378	0.427075	0.427372	831.152832	0.191087	0.593669	0.126471	0.727679	0.099195	0.755549
832.735352	0.392183	0.423985	0.425278	832.735352	0.190859	0.593506	0.124976	0.722993	0.098967	0.751588
834.317688	0.390024	0.423161	0.42399	834.317688	0.189044	0.591005	0.124265	0.722056	0.09869	0.74929
835.900024	0.392679	0.425734	0.430776	835.900024	0.18964	0.595718	0.124915	0.726553	0.09997	0.761583
837.4823	0.393445	0.425149	0.43044	837.4823	0.189927	0.596964	0.124497	0.725801	0.100152	0.760728
839.064453	0.390026	0.418835	0.423281	839.064453	0.187744	0.592308	0.122382	0.715287	0.098433	0.74813
840.646606	0.388573	0.419229	0.422985	840.646606	0.186658	0.590488	0.121639	0.716819	0.098422	0.747547
842.228638	0.388195	0.421564	0.427446	842.228638	0.186115	0.590274	0.121817	0.721311	0.099437	0.755455
843.810547	0.387484	0.418927	0.424338	843.810547	0.185714	0.589254	0.120705	0.717149	0.098844	0.749832
845.392395	0.389617	0.419653	0.424444	845.392395	0.18597	0.593264	0.120786	0.71852	0.098908	0.74998
846.974243	0.389416	0.418749	0.422466	846.974243	0.185749	0.593084	0.12005	0.717449	0.098554	0.746378
848.555847	0.389296	0.422257	0.428938	848.555847	0.185073	0.593519	0.120493	0.72402	0.099897	0.757979
850.137512	0.383523	0.415738	0.420726	850.137512	0.182008	0.585038	0.118162	0.713315	0.098185	0.743267
851.719116	0.384424	0.421009	0.425607	851.719116	0.182429	0.58642	0.11953	0.722487	0.099054	0.75216
853.300598	0.384809	0.419425	0.424983	853.300598	0.182326	0.587292	0.118696	0.720153	0.098802	0.751163
854.882019	0.38764	0.422416	0.429442	854.882019	0.182645	0.592634	0.119406	0.725427	0.099876	0.759007
856.463379	0.378982	0.412261	0.418234	856.463379	0.178564	0.579399	0.116048	0.708474	0.097575	0.738892
858.044617	0.377845	0.409567	0.416336	858.044617	0.177484	0.578207	0.11425	0.704884	0.097302	0.735371
859.625793	0.381865	0.415513	0.425418	859.625793	0.178959	0.584771	0.11572	0.715305	0.09907	0.751765
861.206848	0.374201	0.405528	0.414039	861.206848	0.175287	0.573115	0.112432	0.698624	0.096554	0.731523
862.787903	0.376077	0.407836	0.414007	862.787903	0.175542	0.576613	0.113059	0.702614	0.096905	0.73111
864.368835	0.379612	0.414435	0.420848	864.368835	0.176505	0.582719	0.114692	0.714179	0.098241	0.743455
865.949707	0.37457	0.408319	0.412208	865.949707	0.174188	0.574952	0.112732	0.703907	0.096416	0.727999
867.530457	0.3794	0.413484	0.421575	867.530457	0.175958	0.582842	0.113331	0.713636	0.098243	0.744908
869.111145	0.374266	0.408811	0.419835	869.111145	0.173194	0.575337	0.1118	0.705821	0.098162	0.741509
870.691772	0.372589	0.407381	0.41628	870.691772	0.17184	0.573337	0.111311	0.703452	0.097289	0.735271
872.272339	0.378681	0.416297	0.425729	872.272339	0.174154	0.583209	0.112868	0.719725	0.099976	0.751481
873.852722	0.370114	0.405598	0.414712	873.852722	0.170413	0.569815	0.110016	0.70118	0.097179	0.732246
875.433228	0.365223	0.39903	0.404902	875.433228	0.167918	0.562528	0.107881	0.690179	0.095007	0.714797
877.013489	0.378582	0.416598	0.424844	877.013489	0.173617	0.583547	0.112138	0.721058	0.099266	0.750422
878.593628	0.375606	0.413668	0.425058	878.593628	0.171902	0.57931	0.110968	0.716369	0.099645	0.750471
880.173828	0.365995	0.397705	0.408033	880.173828	0.167169	0.56482	0.106202	0.689208	0.0957	0.720366
881.753784	0.375638	0.406226	0.417223	881.753784	0.170865	0.580411	0.108558	0.703894	0.09784	0.736607
883.333801	0.38231	0.419527	0.432963	883.333801	0.17327	0.59135	0.11116	0.727894	0.101966	0.76396
884.913696	0.36968	0.405832	0.419346	884.913696	0.167613	0.571747	0.107428	0.704236	0.099099	0.739593
886.493469	0.358658	0.389773	0.399413	886.493469	0.162374	0.554941	0.102801	0.676746	0.094136	0.704689
888.073242	0.365243	0.395453	0.406197	888.073242	0.165263	0.565222	0.104452	0.686455	0.095366	0.717027
889.652832	0.372371	0.407244	0.420979	889.652832	0.168124	0.576618	0.106715	0.707774	0.098878	0.74308
891.2323	0.364433	0.400067	0.413711	891.2323	0.163634	0.565231	0.104451	0.695683	0.097332	0.730089
892.811829	0.354951	0.387806	0.398332	892.811829	0.159883	0.550018	0.101632	0.673979	0.093674	0.702991
894.391235	0.353683	0.386402	0.395591	894.391235	0.158802	0.548564	0.100427	0.672378	0.093209	0.697974
895.97052	0.362617	0.400094	0.412717	895.97052	0.162399	0.562834	0.103755	0.696433	0.09762	0.727815
897.549683	0.37008	0.414091	0.427704	897.549683	0.16506	0.5751	0.10707	0.721112	0.100745	0.754663
899.128784	0.36704	0.408834	0.425655	899.128784	0.1633	0.570779	0.105318	0.712349	0.100593	0.750716
900.707825	0.353221	0.388703	0.403656	900.707825	0.15701	0.549432	0.099618	0.677788	0.09528	0.712032
902.286804	0.349793	0.379203	0.391061	902.286804	0.154662	0.544924	0.09717	0.661236	0.092633	0.689489
903.865601	0.354893	0.384843	0.39407	903.865601	0.157393	0.552392	0.098111	0.671575	0.093268	0.694872
905.444458	0.367961	0.398741	0.41257	905.444458	0.162586	0.573336	0.101472	0.69601	0.09736	0.72778
907.023071	0.37632	0.411195	0.428844	907.023071	0.166699	0.585942	0.104223	0.718168	0.101235	0.756454
908.601685	0.375141	0.413208	0.431864	908.601685	0.164916	0.585367	0.104529	0.721887	0.102206	0.761522
910.180176	0.364924	0.403354	0.420732	910.180176	0.161126	0.568722	0.101326	0.705383	0.099773	0.74169
911.758606	0.354084	0.392389	0.408324	911.758606	0.154833	0.553335	0.098592	0.686185	0.096628	0.72002
913.336914	0.346737	0.383477	0.39949	913.336914	0.151932	0.541542	0.096011	0.670943	0.094469	0.70451
914.915161	0.345487	0.379206	0.394533	914.915161	0.150965	0.540009	0.094819	0.663594	0.093706	0.69536
916.493347	0.349211	0.380776	0.3976	916.493347	0.152039	0.546383	0.094816	0.666737	0.093796	0.701404
918.071411	0.347111	0.378708	0.395422	918.071411	0.151205	0.543017	0.094422	0.662995	0.093796	0.697049
919.649292	0.349349	0.381136	0.397017	919.649292	0.151147	0.547551	0.094025	0.668248	0.094153	0.699881
921.227234	0.351727	0.385041	0.400469	921.227234	0.152552	0.550903	0.095095	0.674988	0.095027	0.70591
922.804993	0.349498	0.382819	0.40029	922.804993	0.151471	0.547526	0.093648	0.67199	0.094913	0.705666
924.38269	0.349296	0.38345	0.400926	924.38269	0.150672	0.54792	0.093809	0.673092	0.095378	0.706474
925.960327	0.346309	0.381645	0.398201	925.960327	0.149208	0.54341	0.093109	0.670182	0.095141	0.70126
927.537781	0.343976	0.378105	0.395056	927.537781	0.147518	0.540433	0.092055	0.664156	0.094066	0.696047
929.115234	0.341185	0.375017	0.391848	929.115234	0.14686	0.535511	0.090902	0.659133	0.093407	0.690289
930.692566	0.338767	0.373705	0.38931	930.692566	0.144866	0.532668	0.090366	0.657043	0.092775	0.685845
932.269836	0.33957	0.374755	0.391178	932.269836	0.145616	0.533525	0.090203	0.659307	0.093412	0.688945
933.846985	0.338592	0.37469	0.392221	933.846985	0.144491	0.532693	0.090732	0.658647	0.093427	0.691015
935.424011	0.341223	0.377426	0.397718	935.424011	0.146515	0.535932	0.090476	0.664377	0.094535	0.700901
937.000977	0.344982	0.381739	0.404614	937.000977	0.146133	0.543832	0.09133	0.672148	0.096105	0.713122
938.57782	0.344747	0.382702	0.405326	938.57782	0.146473	0.54302	0.091045	0.674359	0.097222	0.71343
940.154602	0.345806	0.384223	0.405158	940.154602	0.146757	0.544856	0.091147	0.6773	0.097183	0.713133
941.731262	0.342578	0.381213	0.400993	941.731262	0.144651	0.540504	0.090616	0.67181	0.095684	0.706302
943.307922	0.339775	0.38025	0.398847	943.307922	0.142772	0.536778	0.090153	0.670346	0.094466	0.703229
944.884399	0.340831	0.379379	0.398407	944.884399	0.143165	0.538497	0.090422	0.668336	0.095326	0.701489
946.460754	0.339617	0.378964	0.397103	946.460754	0.143186	0.536047	0.088544	0.669383	0.095186	0.699019
948.036987	0.338329	0.377876	0.396113	948.036987	0.141942	0.534716	0.088648	0.667105	0.094839	0.697387
