Average polarization				Separate polarizations						
Wavelength (nm)	55.00 incidence reflectance	65.00 incidence reflectance	75.00 incidence reflectance	Wavelength (nm)	"p-Intensity, 55.00 incidence reflectance"	"s-Intensity, 55.00 incidence reflectance"	"p-Intensity, 65.00 incidence reflectance"	"s-Intensity, 65.00 incidence reflectance"	"p-Intensity, 75 incidence reflectance"	"s-Intensity, 75incidence reflectance"
569.274963	0.557923	0.439805	0.319914	569.274963	0.387558	0.728287	0.184799	0.694811	0.003015	0.636813
570.865295	0.557916	0.440824	0.321601	570.865295	0.386308	0.729523	0.18422	0.697429	0.003068	0.640135
572.455688	0.558226	0.441443	0.32295	572.455688	0.386051	0.730401	0.183527	0.699359	0.003115	0.642785
574.045959	0.558917	0.441283	0.324027	574.045959	0.385425	0.732409	0.182109	0.700456	0.003163	0.644891
575.636292	0.558638	0.440538	0.324423	575.636292	0.384625	0.732651	0.180905	0.700171	0.003217	0.645629
577.226501	0.557553	0.441179	0.325144	577.226501	0.38288	0.732227	0.180146	0.702212	0.003272	0.647015
578.816772	0.557088	0.440266	0.325809	578.816772	0.381548	0.732629	0.178635	0.701897	0.00332	0.648298
580.406982	0.556492	0.440192	0.326978	580.406982	0.380242	0.732742	0.177353	0.70303	0.003385	0.65057
581.997192	0.555699	0.439986	0.3281	581.997192	0.379122	0.732275	0.176592	0.703379	0.003401	0.6528
583.587341	0.554889	0.438963	0.328057	583.587341	0.377661	0.732118	0.175127	0.702798	0.003473	0.652642
585.177551	0.554358	0.439955	0.329527	585.177551	0.376127	0.732589	0.17449	0.70542	0.003585	0.655468
586.767639	0.554334	0.440618	0.330612	586.767639	0.375101	0.733568	0.173231	0.708005	0.003645	0.657578
588.357788	0.554017	0.440062	0.331288	588.357788	0.374245	0.733789	0.172203	0.707922	0.003655	0.658921
589.947815	0.553451	0.440833	0.332469	589.947815	0.37322	0.733683	0.171307	0.710359	0.003782	0.661155
591.537842	0.553177	0.440474	0.333288	591.537842	0.37209	0.734264	0.170323	0.710626	0.003829	0.662748
593.127869	0.554134	0.440885	0.334281	593.127869	0.371512	0.736757	0.169513	0.712258	0.00392	0.664642
594.717896	0.552973	0.44108	0.335	594.717896	0.370168	0.735777	0.168503	0.713657	0.003992	0.666008
596.307861	0.55253	0.441123	0.335928	596.307861	0.368822	0.736239	0.167547	0.714699	0.004097	0.667758
597.897766	0.551614	0.439881	0.33673	597.897766	0.367384	0.735845	0.165888	0.713873	0.00416	0.669299
599.487671	0.550685	0.438562	0.337882	599.487671	0.365646	0.735724	0.164243	0.712881	0.004224	0.671541
601.077576	0.550195	0.437517	0.337698	601.077576	0.364247	0.736144	0.162595	0.712438	0.004333	0.671063
602.667419	0.549648	0.438499	0.337721	602.667419	0.363074	0.736221	0.162165	0.714834	0.004404	0.671038
604.257202	0.54976	0.439336	0.339231	604.257202	0.362253	0.737266	0.161626	0.717046	0.004435	0.674028
605.847046	0.5492	0.439593	0.341068	605.847046	0.360733	0.737668	0.160701	0.718485	0.004588	0.677548
607.436829	0.548362	0.439703	0.341944	607.436829	0.359295	0.737429	0.159598	0.719807	0.004689	0.679199
609.02655	0.547164	0.439316	0.342408	609.02655	0.357632	0.736696	0.158501	0.72013	0.004858	0.679959
610.616272	0.545854	0.438823	0.342877	610.616272	0.355979	0.735729	0.157082	0.720564	0.004921	0.680832
612.205933	0.546084	0.439664	0.34478	612.205933	0.355014	0.737155	0.156423	0.722904	0.005015	0.684546
613.795532	0.545882	0.439375	0.345499	613.795532	0.354126	0.737638	0.155088	0.723662	0.005104	0.685894
615.385193	0.544319	0.438302	0.34549	615.385193	0.352247	0.736391	0.153673	0.722931	0.005229	0.685751
616.974731	0.542939	0.439511	0.346683	616.974731	0.35007	0.735807	0.153052	0.72597	0.005354	0.688011
618.564331	0.54208	0.438831	0.347695	618.564331	0.348635	0.735526	0.152019	0.725643	0.005464	0.689926
620.15387	0.541737	0.438021	0.347995	620.15387	0.347453	0.736021	0.150718	0.725323	0.005564	0.690427
621.743347	0.541198	0.437678	0.348908	621.743347	0.346038	0.736359	0.14987	0.725486	0.005687	0.692128
623.332825	0.539249	0.436602	0.349584	623.332825	0.343898	0.734601	0.148335	0.724869	0.005812	0.693356
624.922241	0.539393	0.436642	0.349395	624.922241	0.342867	0.735919	0.147608	0.725677	0.005993	0.692798
626.511597	0.537102	0.436039	0.349637	626.511597	0.34083	0.733375	0.146147	0.72593	0.006051	0.693224
628.100952	0.536835	0.436189	0.350497	628.100952	0.339528	0.734141	0.14503	0.727347	0.006202	0.694791
629.690308	0.5365	0.436235	0.352123	629.690308	0.338161	0.73484	0.144033	0.728437	0.006271	0.697974
631.279602	0.536434	0.435444	0.353416	631.279602	0.337584	0.735284	0.143077	0.727811	0.006495	0.700337
632.868835	0.535292	0.434618	0.35347	632.868835	0.335839	0.734746	0.141647	0.727588	0.006625	0.700316
634.458069	0.53384	0.434388	0.354373	634.458069	0.334097	0.733584	0.140576	0.728199	0.006785	0.701962
636.047241	0.532393	0.434321	0.356012	636.047241	0.332165	0.732621	0.139606	0.729036	0.006944	0.70508
637.636353	0.531116	0.434611	0.356558	637.636353	0.330243	0.73199	0.138621	0.730601	0.00709	0.706027
639.225464	0.532007	0.435967	0.357409	639.225464	0.330125	0.733889	0.138226	0.733709	0.007215	0.707602
640.814575	0.531131	0.434293	0.357376	640.814575	0.328496	0.733766	0.136535	0.73205	0.007472	0.707281
642.403625	0.53029	0.433659	0.357628	642.403625	0.327019	0.733561	0.13512	0.732198	0.007529	0.707727
643.992615	0.528775	0.433347	0.357229	643.992615	0.325001	0.73255	0.134477	0.732218	0.007622	0.706835
645.581604	0.529408	0.432962	0.358952	645.581604	0.324805	0.73401	0.133254	0.732671	0.007874	0.71003
647.170532	0.528638	0.431871	0.360155	647.170532	0.322849	0.734426	0.132112	0.731631	0.008035	0.712274
648.759399	0.527456	0.431726	0.359876	648.759399	0.321319	0.733593	0.131344	0.732109	0.008141	0.711612
650.348267	0.524984	0.430066	0.359483	650.348267	0.318896	0.731071	0.130019	0.730112	0.008317	0.71065
651.937134	0.524565	0.4313	0.360087	651.937134	0.317863	0.731266	0.129312	0.733288	0.008489	0.711686
653.525879	0.524283	0.432083	0.362413	653.525879	0.316163	0.732404	0.128572	0.735595	0.008771	0.716055
655.114624	0.520124	0.43049	0.363988	655.114624	0.312335	0.727913	0.126958	0.734022	0.009095	0.718881
656.703308	0.517871	0.428437	0.361665	656.703308	0.310746	0.724996	0.125901	0.730973	0.009132	0.714197
658.291992	0.518978	0.426226	0.360451	658.291992	0.310983	0.726973	0.124515	0.727938	0.009184	0.711719
659.880615	0.518833	0.427088	0.361835	659.880615	0.309988	0.727677	0.123563	0.730612	0.009388	0.714282
661.469177	0.51704	0.425918	0.362476	661.469177	0.307575	0.726505	0.122413	0.729423	0.009669	0.715284
663.057739	0.51641	0.425248	0.364037	663.057739	0.306141	0.726679	0.121351	0.729144	0.009801	0.718273
664.64624	0.515399	0.42728	0.365252	664.64624	0.304443	0.726355	0.120915	0.733645	0.009954	0.720549
666.234741	0.513576	0.426839	0.365398	666.234741	0.302978	0.724173	0.119823	0.733856	0.010174	0.720622
667.82312	0.511593	0.426751	0.365341	667.82312	0.300635	0.72255	0.119029	0.734474	0.010324	0.720359
669.411499	0.511894	0.426686	0.366853	669.411499	0.299971	0.723817	0.118309	0.735062	0.010605	0.723102
670.999878	0.511251	0.42656	0.368356	670.999878	0.298796	0.723705	0.117624	0.735497	0.010851	0.725862
672.588135	0.509804	0.426681	0.368714	672.588135	0.296906	0.722703	0.11666	0.736702	0.010984	0.726445
674.176392	0.507425	0.426718	0.368023	674.176392	0.294908	0.719942	0.11583	0.737605	0.011188	0.724859
675.764587	0.507438	0.426036	0.367607	675.764587	0.293745	0.721132	0.115117	0.736955	0.011365	0.723849
677.352783	0.506151	0.423845	0.366717	677.352783	0.292089	0.720214	0.113572	0.734117	0.011569	0.721865
678.940918	0.50437	0.422518	0.367262	678.940918	0.290754	0.717987	0.112605	0.732432	0.011737	0.722787
680.528992	0.503943	0.422231	0.367883	680.528992	0.289248	0.718639	0.111725	0.732737	0.011911	0.723855
682.117065	0.503919	0.421497	0.367045	682.117065	0.288966	0.718872	0.1108	0.732195	0.012035	0.722054
683.705017	0.503478	0.421904	0.368342	683.705017	0.287727	0.719229	0.110195	0.733613	0.012308	0.724376
685.292969	0.501365	0.421148	0.368712	685.292969	0.285536	0.717194	0.109122	0.733175	0.01246	0.724965
686.88092	0.499433	0.420088	0.369342	686.88092	0.283614	0.715252	0.108305	0.731872	0.012706	0.725977
688.46875	0.500415	0.419117	0.370036	688.46875	0.283046	0.717785	0.107242	0.730991	0.012924	0.727148
690.056519	0.500424	0.421015	0.370911	690.056519	0.282586	0.718262	0.107168	0.734863	0.013165	0.728658
691.644348	0.499566	0.421728	0.371761	691.644348	0.280958	0.718173	0.106352	0.737105	0.013435	0.730087
693.232056	0.497644	0.420221	0.370546	693.232056	0.278964	0.716324	0.105319	0.735124	0.01357	0.727521
694.819702	0.495268	0.417926	0.370117	694.819702	0.276858	0.713678	0.104255	0.731598	0.013852	0.726383
696.407349	0.492904	0.416638	0.37031	696.407349	0.274887	0.710921	0.103061	0.730215	0.014022	0.726598
697.994934	0.492384	0.416588	0.371745	697.994934	0.273653	0.711115	0.102364	0.730811	0.014255	0.729235
699.582458	0.491856	0.41605	0.371823	699.582458	0.272499	0.711213	0.101213	0.730888	0.014413	0.729234
701.169983	0.491252	0.41569	0.372751	701.169983	0.271426	0.711077	0.100302	0.731078	0.014798	0.730704
702.757446	0.489456	0.414007	0.372702	702.757446	0.269651	0.709261	0.099784	0.728231	0.014998	0.730406
704.344849	0.486767	0.413581	0.370645	704.344849	0.267243	0.706291	0.098613	0.72855	0.015222	0.726069
705.932129	0.485908	0.412815	0.371025	705.932129	0.266214	0.705603	0.098055	0.727575	0.015455	0.726594
707.519409	0.486352	0.413156	0.372781	707.519409	0.266016	0.706688	0.097279	0.729033	0.015691	0.729871
709.106689	0.485076	0.412985	0.373743	709.106689	0.264854	0.705299	0.096792	0.729178	0.015899	0.731588
710.693909	0.483089	0.412416	0.374543	710.693909	0.262083	0.704096	0.095842	0.72899	0.016068	0.733017
712.281067	0.482195	0.411775	0.373712	712.281067	0.261372	0.703017	0.094919	0.728631	0.016328	0.731097
713.868103	0.480616	0.410678	0.374975	713.868103	0.259719	0.701513	0.094037	0.72732	0.016611	0.733339
715.4552	0.479856	0.409517	0.374504	715.4552	0.258441	0.70127	0.092951	0.726084	0.016843	0.732164
717.042175	0.478525	0.408014	0.372686	717.042175	0.256866	0.700184	0.092264	0.723763	0.016975	0.728398
718.629089	0.475794	0.406515	0.372384	718.629089	0.255093	0.696495	0.09154	0.72149	0.017113	0.727654
720.216003	0.475805	0.40746	0.373215	720.216003	0.254348	0.697263	0.090888	0.724032	0.017291	0.72914
721.802856	0.475882	0.406898	0.374018	721.802856	0.253984	0.697781	0.090238	0.723559	0.017639	0.730396
723.389648	0.473588	0.405322	0.374061	723.389648	0.2517	0.695476	0.089294	0.721351	0.017888	0.730234
724.976379	0.472031	0.405153	0.374771	724.976379	0.249985	0.694078	0.088484	0.721822	0.018157	0.731384
726.56311	0.469648	0.402979	0.372924	726.56311	0.248194	0.691103	0.087856	0.718103	0.018164	0.727684
728.149719	0.468353	0.402005	0.372498	728.149719	0.24694	0.689767	0.086676	0.717335	0.018409	0.726587
729.736267	0.466656	0.400788	0.371162	729.736267	0.245341	0.687972	0.085853	0.715723	0.018519	0.723806
731.322815	0.467613	0.40138	0.371198	731.322815	0.245238	0.689988	0.085688	0.717073	0.018779	0.723618
732.909302	0.464809	0.399613	0.371	732.909302	0.243227	0.68639	0.084636	0.714591	0.019097	0.722903
734.495728	0.464265	0.401656	0.372458	734.495728	0.242333	0.686197	0.084676	0.718635	0.019356	0.72556
736.082092	0.462793	0.401784	0.373201	736.082092	0.240988	0.684599	0.084206	0.719362	0.019624	0.726778
737.668335	0.462059	0.402476	0.374106	737.668335	0.239814	0.684304	0.08379	0.721161	0.019808	0.728404
739.254639	0.46079	0.400362	0.374016	739.254639	0.238319	0.68326	0.082882	0.717841	0.020137	0.727896
740.84082	0.459516	0.398976	0.372778	740.84082	0.237134	0.681898	0.081735	0.716217	0.020351	0.725205
742.426941	0.459862	0.399551	0.374017	742.426941	0.236933	0.682791	0.081533	0.717569	0.020372	0.727663
744.013062	0.458682	0.398282	0.373273	744.013062	0.235433	0.681932	0.081112	0.715453	0.020725	0.725821
745.59906	0.457625	0.398579	0.375055	745.59906	0.234206	0.681043	0.080566	0.716591	0.021116	0.728994
747.185059	0.456109	0.398023	0.375288	747.185059	0.232881	0.679338	0.079808	0.716239	0.02126	0.729316
748.770996	0.454007	0.396252	0.375104	748.770996	0.231483	0.676531	0.079047	0.713457	0.021482	0.728727
750.356812	0.455859	0.398086	0.377845	750.356812	0.231697	0.68002	0.078752	0.71742	0.021974	0.733716
751.942688	0.452081	0.39354	0.37394	751.942688	0.2291	0.675062	0.077405	0.709675	0.021947	0.725934
753.528442	0.454981	0.396921	0.379702	753.528442	0.230204	0.679757	0.077597	0.716246	0.022517	0.736887
755.114136	0.451856	0.393427	0.375876	755.114136	0.227658	0.676054	0.076362	0.710492	0.022457	0.729295
756.699707	0.449103	0.39292	0.375084	756.699707	0.225998	0.672208	0.075508	0.710332	0.022482	0.727685
758.285278	0.455683	0.400575	0.382557	758.285278	0.228886	0.682481	0.076822	0.724328	0.023299	0.741814
759.870789	0.447017	0.391193	0.372627	759.870789	0.223494	0.67054	0.074405	0.70798	0.022863	0.72239
761.456238	0.446285	0.393498	0.374752	761.456238	0.223222	0.669349	0.074576	0.71242	0.023371	0.726134
763.041626	0.447628	0.395437	0.376882	763.041626	0.222618	0.672637	0.074331	0.716543	0.023666	0.730097
764.627014	0.438601	0.386362	0.367053	764.627014	0.217934	0.659269	0.07237	0.700354	0.023329	0.710778
766.21228	0.447155	0.396266	0.377732	766.21228	0.221752	0.672558	0.073863	0.718669	0.024191	0.731272
767.797485	0.443164	0.392693	0.372773	767.797485	0.218793	0.667535	0.072435	0.712951	0.024302	0.721244
769.382629	0.434835	0.384494	0.36792	769.382629	0.214052	0.655617	0.071277	0.69771	0.023916	0.711923
770.967712	0.44829	0.398101	0.384749	770.967712	0.220095	0.676485	0.072629	0.723574	0.02519	0.744308
772.552734	0.443544	0.390594	0.377137	772.552734	0.217661	0.669428	0.07092	0.710267	0.025026	0.729248
774.137695	0.432512	0.381673	0.369366	774.137695	0.211689	0.653336	0.069312	0.694034	0.024694	0.714038
775.722595	0.44333	0.393978	0.383974	775.722595	0.216394	0.670265	0.071238	0.716718	0.026044	0.741904
777.307495	0.44214	0.390126	0.378416	777.307495	0.215203	0.669077	0.069968	0.710285	0.02575	0.731082
778.892212	0.432362	0.380285	0.368662	778.892212	0.210057	0.654666	0.067817	0.692753	0.025402	0.711923
780.476929	0.440974	0.392237	0.380355	780.476929	0.213559	0.668389	0.069418	0.715057	0.02652	0.73419
782.061646	0.441542	0.392727	0.380565	782.061646	0.213368	0.669715	0.069228	0.716226	0.026773	0.734356
783.646179	0.427172	0.379197	0.365705	783.646179	0.205624	0.64872	0.066402	0.691993	0.026001	0.70541
785.230713	0.431127	0.383819	0.373151	785.230713	0.20716	0.655094	0.066675	0.700962	0.026577	0.719725
786.815186	0.440057	0.393984	0.38525	786.815186	0.211386	0.668729	0.067974	0.719993	0.027842	0.742658
788.399597	0.429331	0.381357	0.372544	788.399597	0.205144	0.653517	0.065645	0.697069	0.027059	0.718029
789.983948	0.422827	0.375296	0.367128	789.983948	0.201831	0.643823	0.064282	0.68631	0.026894	0.707362
791.568237	0.433195	0.387203	0.380262	791.568237	0.206374	0.660016	0.066073	0.708332	0.028309	0.732215
793.152405	0.434739	0.390586	0.383623	793.152405	0.206227	0.663251	0.06589	0.715282	0.028508	0.738738
794.736511	0.423237	0.378678	0.369454	794.736511	0.200642	0.645832	0.0638	0.693557	0.027629	0.711279
796.320618	0.420968	0.376804	0.368462	796.320618	0.199329	0.642607	0.063242	0.690366	0.02787	0.709055
797.904663	0.429765	0.387058	0.38032	797.904663	0.202807	0.656723	0.06468	0.709436	0.028983	0.731656
799.488586	0.427168	0.384254	0.376918	799.488586	0.200676	0.653661	0.064121	0.704387	0.028979	0.724858
801.072388	0.416864	0.372428	0.367007	801.072388	0.195407	0.63832	0.061766	0.68309	0.028516	0.705498
802.65625	0.418889	0.37562	0.371192	802.65625	0.195921	0.641857	0.061995	0.689246	0.028819	0.713566
804.23999	0.426333	0.382956	0.380565	804.23999	0.19934	0.653325	0.062632	0.703279	0.030009	0.731121
805.823608	0.425485	0.382497	0.380158	805.823608	0.198207	0.652763	0.062264	0.702729	0.030286	0.730029
807.407227	0.417282	0.375875	0.372498	807.407227	0.19418	0.640384	0.060938	0.690812	0.029677	0.715319
808.990784	0.415699	0.376413	0.371646	808.990784	0.192869	0.638529	0.060393	0.692433	0.030023	0.713268
810.574219	0.41996	0.382777	0.378488	810.574219	0.194559	0.645361	0.060813	0.704741	0.030894	0.726083
812.157593	0.418297	0.38114	0.375595	812.157593	0.193073	0.643522	0.060573	0.701708	0.030785	0.720405
813.740967	0.412915	0.375288	0.369269	813.740967	0.190296	0.635535	0.059481	0.691094	0.03049	0.708048
815.324219	0.412442	0.376489	0.37217	815.324219	0.189223	0.635662	0.059333	0.693644	0.031027	0.713314
816.907349	0.416391	0.380613	0.378134	816.907349	0.191209	0.641573	0.059858	0.701367	0.031835	0.724433
818.49054	0.417576	0.381162	0.378685	818.49054	0.191363	0.64379	0.059843	0.70248	0.032031	0.725339
820.073547	0.414331	0.37642	0.37464	820.073547	0.189325	0.639338	0.058848	0.693991	0.031996	0.717283
821.656555	0.410663	0.373737	0.372159	821.656555	0.18687	0.634457	0.057954	0.68952	0.03194	0.712379
823.239441	0.413566	0.374873	0.375824	823.239441	0.187814	0.639319	0.057549	0.692198	0.032692	0.718956
824.822266	0.415166	0.376583	0.377495	824.822266	0.187839	0.642493	0.057556	0.69561	0.03279	0.722199
826.404968	0.411683	0.377339	0.376806	826.404968	0.186288	0.637078	0.057431	0.697247	0.033165	0.720447
827.987671	0.408509	0.375828	0.376234	827.987671	0.184397	0.632621	0.057197	0.69446	0.033361	0.719107
829.570313	0.407412	0.375774	0.376002	829.570313	0.184042	0.630783	0.056792	0.694756	0.033381	0.718623
831.152832	0.409463	0.378292	0.380584	831.152832	0.184324	0.634603	0.056823	0.69976	0.033944	0.727225
832.735352	0.409117	0.377225	0.381082	832.735352	0.183195	0.63504	0.056346	0.698103	0.034267	0.727898
834.317688	0.407712	0.376842	0.379445	834.317688	0.18222	0.633205	0.056217	0.697467	0.034348	0.724541
835.900024	0.406633	0.376963	0.379366	835.900024	0.181117	0.632149	0.05592	0.698007	0.034411	0.724321
837.4823	0.406908	0.377186	0.379941	837.4823	0.181409	0.632407	0.055829	0.698542	0.03461	0.725271
839.064453	0.404238	0.373392	0.376899	839.064453	0.179671	0.628806	0.054568	0.692217	0.035024	0.718774
840.646606	0.40079	0.370449	0.375289	840.646606	0.177308	0.624273	0.05378	0.687117	0.035049	0.715529
842.228638	0.401451	0.36959	0.374811	842.228638	0.177347	0.625554	0.053543	0.685637	0.035157	0.714465
843.810547	0.400874	0.368238	0.375307	843.810547	0.176585	0.625162	0.05306	0.683417	0.035027	0.715586
845.392395	0.399468	0.367336	0.37341	845.392395	0.176081	0.622855	0.053096	0.681576	0.035553	0.711267
846.974243	0.401438	0.370349	0.376527	846.974243	0.176099	0.626777	0.053181	0.687517	0.036155	0.7169
848.555847	0.399966	0.368272	0.373829	848.555847	0.174808	0.625124	0.05263	0.683914	0.036184	0.711473
850.137512	0.398683	0.368857	0.374885	850.137512	0.173863	0.623503	0.052495	0.685219	0.036438	0.713331
851.719116	0.395965	0.368441	0.375766	851.719116	0.172059	0.619872	0.052293	0.68459	0.036629	0.714902
853.300598	0.394083	0.367986	0.374896	853.300598	0.171745	0.616421	0.051882	0.68409	0.036981	0.712811
854.882019	0.391788	0.364237	0.373991	854.882019	0.169869	0.613708	0.051128	0.677346	0.036665	0.711317
856.463379	0.393451	0.368326	0.375742	856.463379	0.17005	0.616853	0.051325	0.685326	0.037045	0.714439
858.044617	0.393901	0.368518	0.376822	858.044617	0.169999	0.617802	0.051266	0.68577	0.03763	0.716014
859.625793	0.391895	0.364352	0.37445	859.625793	0.168416	0.615373	0.051165	0.677539	0.037546	0.711353
861.206848	0.393991	0.365681	0.379169	861.206848	0.169678	0.618304	0.050272	0.68109	0.038312	0.720027
862.787903	0.390626	0.361327	0.37478	862.787903	0.16769	0.613563	0.049446	0.673208	0.037999	0.711561
864.368835	0.390679	0.362469	0.375442	864.368835	0.167327	0.614031	0.049533	0.675404	0.038461	0.712424
865.949707	0.392747	0.36248	0.377617	865.949707	0.168179	0.617314	0.049234	0.675725	0.038856	0.716378
867.530457	0.389789	0.360045	0.376112	867.530457	0.166499	0.61308	0.048756	0.671333	0.038823	0.713401
869.111145	0.391269	0.362258	0.379007	869.111145	0.166713	0.615826	0.048679	0.675836	0.039366	0.718648
870.691772	0.386466	0.358942	0.374735	870.691772	0.164431	0.6085	0.048386	0.669499	0.03914	0.710329
872.272339	0.389462	0.363954	0.381911	872.272339	0.164957	0.613967	0.048387	0.67952	0.040332	0.723489
873.852722	0.387979	0.365541	0.379458	873.852722	0.163974	0.611984	0.048459	0.682622	0.04014	0.718775
875.433228	0.379581	0.356207	0.370764	875.433228	0.160336	0.598826	0.047448	0.664965	0.039601	0.701928
877.013489	0.385738	0.36518	0.379034	877.013489	0.162109	0.609367	0.048394	0.681966	0.041101	0.716968
878.593628	0.386131	0.365002	0.379927	878.593628	0.161884	0.610377	0.048029	0.681975	0.041089	0.718765
880.173828	0.381299	0.358128	0.373109	880.173828	0.160179	0.602418	0.047102	0.669153	0.040243	0.705975
881.753784	0.385128	0.361165	0.377069	881.753784	0.161158	0.609097	0.047388	0.674943	0.041102	0.713036
883.333801	0.387563	0.365283	0.381494	883.333801	0.162155	0.61297	0.047255	0.683312	0.041582	0.721406
884.913696	0.378561	0.355998	0.369912	884.913696	0.157849	0.599273	0.046375	0.665622	0.040607	0.699216
886.493469	0.375943	0.354744	0.368221	886.493469	0.15678	0.595107	0.045559	0.663929	0.04084	0.695601
888.073242	0.382784	0.361088	0.377352	888.073242	0.159197	0.606372	0.046118	0.676059	0.0422	0.712505
889.652832	0.38134	0.360641	0.378805	889.652832	0.157989	0.604692	0.045868	0.675415	0.042606	0.715004
891.2323	0.378743	0.356839	0.377906	891.2323	0.156313	0.601174	0.04536	0.668317	0.042569	0.713243
892.811829	0.379103	0.358702	0.380636	892.811829	0.156375	0.601832	0.045394	0.672009	0.043284	0.717989
894.391235	0.381015	0.36035	0.381118	894.391235	0.156651	0.605378	0.045316	0.675385	0.043577	0.718659
895.97052	0.378474	0.358417	0.379622	895.97052	0.155736	0.601213	0.045351	0.671483	0.043324	0.71592
897.549683	0.372049	0.350881	0.371812	897.549683	0.152254	0.591844	0.044513	0.657249	0.042892	0.700733
899.128784	0.369912	0.35034	0.369284	899.128784	0.151147	0.588677	0.043745	0.656934	0.042856	0.695711
900.707825	0.37324	0.354767	0.373998	900.707825	0.152247	0.594232	0.044443	0.665091	0.043417	0.704579
902.286804	0.37743	0.360172	0.37941	902.286804	0.154242	0.600617	0.044863	0.675482	0.044415	0.714404
903.865601	0.376496	0.359156	0.379828	903.865601	0.152976	0.600016	0.044013	0.674299	0.044598	0.715059
905.444458	0.369838	0.350746	0.374077	905.444458	0.150291	0.589384	0.042969	0.658522	0.044015	0.704138
907.023071	0.364169	0.346122	0.368392	907.023071	0.147988	0.580349	0.042313	0.649931	0.043971	0.692813
908.601685	0.365362	0.347488	0.369126	908.601685	0.147664	0.583059	0.042588	0.652387	0.044184	0.694068
910.180176	0.369931	0.353593	0.376869	910.180176	0.149535	0.590326	0.043326	0.66386	0.045363	0.708376
911.758606	0.373368	0.356118	0.380698	911.758606	0.150469	0.596266	0.043255	0.668981	0.046214	0.715183
913.336914	0.374508	0.35607	0.379871	913.336914	0.150702	0.598314	0.043099	0.669041	0.046037	0.713706
914.915161	0.372567	0.356853	0.379322	914.915161	0.149518	0.595617	0.042881	0.670824	0.046022	0.712621
916.493347	0.366569	0.35232	0.376517	916.493347	0.146988	0.586149	0.041982	0.662657	0.045839	0.707196
918.071411	0.36372	0.349583	0.372137	918.071411	0.145463	0.581977	0.041982	0.657185	0.045727	0.698546
919.649292	0.361412	0.345059	0.367678	919.649292	0.143789	0.579035	0.04064	0.649478	0.045168	0.690187
921.227234	0.361504	0.34422	0.367708	921.227234	0.143957	0.579051	0.040809	0.647632	0.045372	0.690044
922.804993	0.362783	0.346616	0.370475	922.804993	0.144169	0.581398	0.040847	0.652386	0.04576	0.69519
924.38269	0.361167	0.345697	0.37133	924.38269	0.143428	0.578906	0.04044	0.650955	0.046601	0.696059
925.960327	0.360622	0.346349	0.371707	925.960327	0.142653	0.57859	0.040459	0.652239	0.046344	0.69707
927.537781	0.361007	0.344462	0.370329	927.537781	0.142859	0.579154	0.040388	0.648535	0.04634	0.694318
929.115234	0.361103	0.347129	0.371636	929.115234	0.142027	0.580179	0.040569	0.653688	0.047654	0.695618
930.692566	0.360127	0.345158	0.372658	930.692566	0.141917	0.578336	0.039753	0.650563	0.047153	0.698162
932.269836	0.359246	0.344256	0.370993	932.269836	0.14076	0.577733	0.039847	0.648664	0.047114	0.694872
933.846985	0.358862	0.343825	0.369277	933.846985	0.141159	0.576565	0.039494	0.648157	0.04752	0.691033
935.424011	0.358971	0.344485	0.372681	935.424011	0.140501	0.577441	0.039594	0.649375	0.047738	0.697624
937.000977	0.356689	0.342255	0.370762	937.000977	0.138468	0.57491	0.038514	0.645996	0.047969	0.693556
938.57782	0.355684	0.342655	0.369112	938.57782	0.138523	0.572845	0.039122	0.646188	0.047806	0.690419
940.154602	0.35697	0.345463	0.372826	940.154602	0.139013	0.574928	0.038659	0.652266	0.048195	0.697457
941.731262	0.357744	0.346741	0.374909	941.731262	0.13905	0.576439	0.038736	0.654745	0.049119	0.700698
943.307922	0.356209	0.345347	0.37429	943.307922	0.137948	0.574469	0.038402	0.652292	0.049146	0.699433
944.884399	0.355264	0.344186	0.374744	944.884399	0.137873	0.572654	0.038099	0.650274	0.04955	0.699938
946.460754	0.354761	0.345513	0.373938	946.460754	0.136894	0.572627	0.038166	0.65286	0.049548	0.698327
948.036987	0.353891	0.343506	0.373338	948.036987	0.136976	0.570806	0.037569	0.649443	0.049803	0.696874
949.613281	0.353385	0.343204	0.371494	949.613281	0.135783	0.570986	0.037722	0.648685	0.049107	0.69388
951.189331	0.351245	0.339095	0.370849	951.189331	0.134815	0.567675	0.037469	0.640721	0.050499	0.691199
952.76532	0.351698	0.339988	0.368836	952.76532	0.134851	0.568546	0.037131	0.642845	0.049727	0.687945
954.341309	0.351749	0.33676	0.369947	954.341309	0.134122	0.569377	0.036589	0.63693	0.050496	0.689398
955.917114	0.35048	0.338743	0.371495	955.917114	0.133616	0.567343	0.036453	0.641032	0.050174	0.692815
957.492798	0.351438	0.337408	0.370028	957.492798	0.133598	0.569278	0.036504	0.638311	0.050786	0.68927
959.068359	0.350186	0.338403	0.370046	959.068359	0.132772	0.567599	0.036264	0.640542	0.050638	0.689454
960.643921	0.350525	0.339803	0.374394	960.643921	0.133068	0.567982	0.035972	0.643634	0.05162	0.697169
962.21936	0.348677	0.338037	0.375025	962.21936	0.131939	0.565414	0.036115	0.639958	0.051689	0.69836
963.794617	0.34864	0.338955	0.374752	963.794617	0.131991	0.565288	0.035438	0.642471	0.051941	0.697562
